sample_id,source,track,philosophical_axis,source_id,group_id,upstream_category,upstream_figurative_type,upstream_phrase,upstream_foundation,upstream_label,upstream_annotation,source_url,original_container,original_member,selected_path,sha256,dhash,width,height,format,bytes,entropy,contrast,edge_strength,quality_score,semantic_score,keyword_hits,selection_reason,text_dependency,is_synthetic,rights_status,prior_pilot_sample_id,review_status
PHL1800_HL_0011,HL Dataset,positive,social_existence,train_2834.png,HL:train_2834.png,,,,,pilot_AI_preselection,the picture is taking in a house；woman with child on her lap；in a living room. || rhey are watching tv；man sitting on the couch；they are chatting. || they are relaxing after dinner；child lying on the lap of an elderly woman；they are having a catch up with their friends. || A man sits in a chair next to a woman who is holding a child. ；A woman sleeping and holding a child on  sofa while a man sits near by in a chair.；A man sitting in a chair sitting inside of a living room.；A woman on a couch with a sleeping child on her；A picture of a family spending quality time together.,,hl_dataset_export/train_images,train_2834.png,final_selection_1800/images/hl/PHL1800_HL_0011.png,378c3aead241bceb54d953de6398cb12fa1a93a1f592074dcc66628b09c8e1f3,6b2b6d2a8620b0e5,640,562,PNG,565558,7.0785,45.9688,11.092,16.1518,100.0,child|elderly|family|friend|time|together|watch,retained_after_visual_and_file_audit_from_existing_100_image_pilot,none_or_low,false,source_dataset_terms_review_required,PILOT_HL_0011,AI_audited_selected_pending_two_independent_human_reviews
PHL1800_HL_0012,HL Dataset,positive,time_mortality,train_224.png,HL:train_224.png,,,,,pilot_AI_preselection,the picture is taken in a church.；this picture was taken from the church.；in a sector of a church || the decorated wall is shown in the picture.；the watch shown from the picture.；they are holding still || it is very beautiful hence the picture is taken.；it was time machine.；because they need to maintain this function || A clock in an old building protected by a fence.；Large clock displayed on ornate sculptured indoor wall.；This is inside a building and it has a clock inside with statues. ；A fireplace has many ornate paintings and carvings.；A very ornate clock stands with a fence in front of it.,,hl_dataset_export/train_images,train_224.png,final_selection_1800/images/hl/PHL1800_HL_0012.png,fc481edc2094c9b6e25f68e3e91ccc55787177356d2dc537b3008bbe01f4cf14,71f1f1f1f1d0ccf8,612,612,PNG,766469,7.7105,61.7962,32.7558,19.2754,100.0,church|clock|fence|machine|protect|statue|time|watch,retained_after_visual_and_file_audit_from_existing_100_image_pilot,none_or_low,false,source_dataset_terms_review_required,PILOT_HL_0012,AI_audited_selected_pending_two_independent_human_reviews
PHL1800_HL_0013,HL Dataset,positive,social_existence,train_3617.png,HL:train_3617.png,,,,,pilot_AI_preselection,in the road；the picture is taken in the land；the figure depicts a countryside with a house in the background on a rainy day || they are going for a walk；the boy is walking with his umbrella behind his parentes；he the child runs towards his parents with an umbrella || they are warming up；he is following his parents to go home；because it rains and he wants to join them after leaving || A young child running down a rain covered walk way with an umbrella.；People holding umbrellas walking down a sidewalk in the rain.；A girl holding an umbrella in the rain.；A young child with a colorful umbrella walks down a path in a coastal setting.；People with umbrellas are going down a path in the rain towards a lighthouse. ,,hl_dataset_export/train_images,train_3617.png,final_selection_1800/images/hl/PHL1800_HL_0013.png,7d4e9b1b77293db3f0bbb8b78e4f80d64e0b8ee6b0c1c2e4df968d2eb25eb8fa,cc93da1296e2e0e8,640,427,PNG,489887,7.6618,60.3268,17.4863,17.3777,100.0,child|parent|path|road|war,retained_after_visual_and_file_audit_from_existing_100_image_pilot,none_or_low,false,source_dataset_terms_review_required,PILOT_HL_0013,AI_audited_selected_pending_two_independent_human_reviews
PHL1800_HL_0014,HL Dataset,positive,faith_meaning,train_4733.png,HL:train_4733.png,,,,,pilot_AI_preselection,in front of a church；the picture is taken in front of a place of worship；outside a church || walking toward the church；they are going to offer prayers；the two are walking towards the church under an umbrella || they want to visit the church；they are believers of god；it is raining || A church with a green dome and a cross on the top.；A massive cathedral looms above two people walking down a street.；Domed white building with a green covering on the ceiling. ；People are walking near a church holding umbrellas.；Two people walking under an umbrella towards a building.,,hl_dataset_export/train_images,train_4733.png,final_selection_1800/images/hl/PHL1800_HL_0014.png,06c91f6a5e47cdf6f4d1160942b3cff25d6ef794e5e1e9c96a1831121db3c852,e8d0d8ccc8dbd9f8,423,640,PNG,570841,7.6088,63.3052,22.4547,17.9171,100.0,church|cross|pray|prayer|war|worship,retained_after_visual_and_file_audit_from_existing_100_image_pilot,none_or_low,false,source_dataset_terms_review_required,PILOT_HL_0014,AI_audited_selected_pending_two_independent_human_reviews
PHL1800_HL_0015,HL Dataset,positive,identity_appearance,train_6399.png,HL:train_6399.png,,,,,pilot_AI_preselection,the picture is taken outdoors；the picture is taken near a level crossing.；this is taken of a side of a building. || that was a mirror on the roadside；the roadside mirror is showing the image of the train.；it is reflecting traffic. || it shows the movement of vehicles on one side；it is kept there to warn the vehicles coming to cross the railway track.；it wants to show others when the path is safe to walk on. || A mirror that is on the side of a wall.；There is a mirror with a reflection of a train in it.；A convex mirror hanging from a wooden pole.；A two tone green train is being shown in a street mirror.；A convex mirror reflecting a train and a pedestrian platform next to it.,,hl_dataset_export/train_images,train_6399.png,final_selection_1800/images/hl/PHL1800_HL_0015.png,c0c87b17027ed2e2c57a951663b829e910f959a239c1c9c16d6ed97a9f47a2d0,2a3320060c8c0808,640,480,PNG,462137,6.8629,39.8973,10.1054,15.3969,100.0,cross|mirror|path|reflection|road|war,retained_after_visual_and_file_audit_from_existing_100_image_pilot,none_or_low,false,source_dataset_terms_review_required,PILOT_HL_0015,AI_audited_selected_pending_two_independent_human_reviews
PHL1800_HL_0016,HL Dataset,positive,freedom_constraint,train_6210.png,HL:train_6210.png,,,,,pilot_AI_preselection,"the picture was taking from the protest.；in the street；the picture is taken in the road || they are protesting.；they are in the roadside；he is standing in the road and having umbrella in his hand || they are on the protest.；they are protesting；the peoples are having some notice and walking in the road || People are protesting while holding signs and umbrellas.；A group of people holding up signs, protesting.；People in a demonstration on a street with no more drug war signs.；there are people holding up an umbrealla in the street；Protestors holding up pink signs and pink umbrellas.",,hl_dataset_export/train_images,train_6210.png,final_selection_1800/images/hl/PHL1800_HL_0016.png,7597ed32a706127ad10cdcb7e822aec41ee0130167f3d80e0cec63087876979c,bf97b7a52630b4cd,458,640,PNG,610603,7.6027,57.2123,27.5836,18.1177,100.0,demonstration|protest|road|war,retained_after_visual_and_file_audit_from_existing_100_image_pilot,none_or_low,false,source_dataset_terms_review_required,PILOT_HL_0016,AI_audited_selected_pending_two_independent_human_reviews
PHL1800_HL_0017,HL Dataset,positive,identity_appearance,train_2740.png,HL:train_2740.png,,,,,pilot_AI_preselection,in a room；in a living room；in the living room || he's holding camera；he is photographing his family.；they are posing for a photo || he take photo of himself in front of mirror；he wants to remember this moment.；to have a memory of that day together || Man taking a picture while three people watch.；A man takes selfie in a mirror with his family behind him.；A young man holding up a camera in the living room while three others watch.；Guy takes a picture in the mirror with other family members in the background.；a man holding a camera with kids looking on in the background,,hl_dataset_export/train_images,train_2740.png,final_selection_1800/images/hl/PHL1800_HL_0017.png,ffeb05187e6259dc0f5c154dd8d117204b6e703d54d7be0c4504e4db79197553,f1f9f9b9d9d199d9,640,480,PNG,405939,7.3522,57.7437,10.7064,16.6832,100.0,family|mirror|self|together|watch,retained_after_visual_and_file_audit_from_existing_100_image_pilot,none_or_low,false,source_dataset_terms_review_required,PILOT_HL_0017,AI_audited_selected_pending_two_independent_human_reviews
PHL1800_HL_0018,HL Dataset,positive,social_existence,train_10384.png,HL:train_10384.png,,,,,pilot_AI_preselection,the picture is taken in a lake.；the picture was taken at the lake.；on a quiet lake || the guys are travelling in a boat.；they are rowing their boat.；they are paddling in a small boat together down the lake || they are spending their free time.；they are looking for a good place to go fishing.；to spend some relaxing time together || A couple of people rowing a boat across a lake.；two people in a row boat some trees and water；Two people in a row boat on the water.；A couple in a rowboat on a park lake.；A black and white photo of two people traveling down a river.,,hl_dataset_export/train_images,train_10384.png,final_selection_1800/images/hl/PHL1800_HL_0018.png,d6ffa325375fc4d3cbc87d31798e143cc3df2337407905fce2e53b9417699c46,fc6ceefcdcdcd4c4,500,356,PNG,285195,7.2914,65.2976,20.7874,17.4813,100.0,cross|free|time|together|travel,retained_after_visual_and_file_audit_from_existing_100_image_pilot,none_or_low,false,source_dataset_terms_review_required,PILOT_HL_0018,AI_audited_selected_pending_two_independent_human_reviews
PHL1800_HL_0019,HL Dataset,positive,ethics_responsibility,train_2532.png,HL:train_2532.png,,,,,pilot_AI_preselection,"the picture is taken in washington, dc.；the picture is taken in a bike show.；in a road || he is riding a police motorcyle.；a man is riding on his motorcycle across the crowd.；a policeman is riding his motorcycle as a crowd has gathered || he is simply performing his daily job of serving and protecting.；he wants to showcase his motorcycle.；they are waiting for the arrival of a celebrity || A police officer riding a motorcycle at a protest.；A cop riding on the back of a motorcycle.；The motorcycle officer wearing a helmet drives near a crowd of people.；A motorcycle cop riding in front of a group of people.；A police officer rides a white motorcycle past a crowd of people.",,hl_dataset_export/train_images,train_2532.png,final_selection_1800/images/hl/PHL1800_HL_0019.png,34272c1bd05371a0bd30f0f76f7099f6b264ee065ea11020d65fd131f942c6a0,9696d349ce9a385c,640,427,PNG,583309,7.2868,52.0532,28.1297,17.6175,100.0,cross|crowd|police|protect|protest|road,retained_after_visual_and_file_audit_from_existing_100_image_pilot,none_or_low,false,source_dataset_terms_review_required,PILOT_HL_0019,AI_audited_selected_pending_two_independent_human_reviews
PHL1800_HL_0020,HL Dataset,positive,time_mortality,train_11952.png,HL:train_11952.png,,,,,pilot_AI_preselection,in a room；in a bedroom；on the bedroom || a man watching；he is watching laptop；doing office work || is enjoying his best movie；he had a free time；sharing for the friends || A person laying in bed with his laptop.；An older man sitting on a bed watching a film on his laptop.；A man laying in bed holding a laptop computer.；A man in pajamas laying on a bed with a laptop.；A man lying on his bed looking at his laptop,,hl_dataset_export/train_images,train_11952.png,final_selection_1800/images/hl/PHL1800_HL_0020.png,c37e7847399363c6c5b13f5b8fd5e657eda13fddf325e0dfca58bdfb77e92040,8acec672d7868a98,640,431,PNG,439049,7.619,63.3753,16.7445,17.4773,100.0,computer|free|friend|time|watch|work,retained_after_visual_and_file_audit_from_existing_100_image_pilot,none_or_low,false,source_dataset_terms_review_required,PILOT_HL_0020,AI_audited_selected_pending_two_independent_human_reviews
PHL1800_HL_0021,HL Dataset,positive,faith_meaning,train_1981.png,HL:train_1981.png,,,,,pilot_AI_preselection,"in a city street；in the street；outside a restaurant || person is walking；he is crossing the street；walking across the road || trying to get somewhere；he intends to reach across the street to find his family；to get across the road || A man standing in front of a building with lots of windows.；a man walking towards a stop light. ；A man walking near a busy area with patio tables and umbrellas with buildings in the background.；Man with people, buildings and cars across the street. ；An older gentleman is walking across the street.",,hl_dataset_export/train_images,train_1981.png,final_selection_1800/images/hl/PHL1800_HL_0021.png,6738c223d061c42d351eb3f3c9f8985a29b36097f2ce4cd3ca9e129ecd8c5e95,99b971d0d3f3bab0,500,333,PNG,220503,5.4351,50.0623,15.1808,15.1432,100.0,cross|family|road|war,retained_after_visual_and_file_audit_from_existing_100_image_pilot,none_or_low,false,source_dataset_terms_review_required,PILOT_HL_0021,AI_audited_selected_pending_two_independent_human_reviews
PHL1800_HL_0022,HL Dataset,positive,time_mortality,train_5809.png,HL:train_5809.png,,,,,pilot_AI_preselection,rail port；the picture is taken in an old train wagon.；the picture is taken near a railway track || traveling；the soldiers are transporting corps.；a goods train has been stranded || need to move to another state；they are transporting the corps because they need to take them to a graveyard.；the train is awaiting a signal clearance || A group of solders looking at shrouded bodies. ；An old photo of people building the railroad. ；The train is carrying both bodies and soldiers.；RAILROAD WORKERS STANDING NEXT TO A TRAIN CAR WITH SUPPLIES ；A train full of dead bodies and soldiers is moving down tracks.,,hl_dataset_export/train_images,train_5809.png,final_selection_1800/images/hl/PHL1800_HL_0022.png,ff8573363c8ff046bc2f9c9728028935d57a92cd8e334d9d240a20bfa191344a,8aa0a52d8bcfc7d1,600,409,PNG,246566,7.511,79.7321,31.9465,19.0937,100.0,dead|grave|road|soldier|travel|work|worker,retained_after_visual_and_file_audit_from_existing_100_image_pilot,none_or_low,false,source_dataset_terms_review_required,PILOT_HL_0022,AI_audited_selected_pending_two_independent_human_reviews
PHL1800_HL_0023,HL Dataset,positive,identity_appearance,train_11481.png,HL:train_11481.png,,,,,pilot_AI_preselection,"the pictute is taken inside a house；in the bedroom；picture is taken from front of mirror || the lady is trying to catch her own mirror-image；taking a selfie；person is working on mobile || she is photo savvy；to send to a friend；taking selfie || A beautiful young blonde in a black dress taking a selfie.；A blonde hair woman with a pony tail taking a photo of the back of herself from waist up, in a mirror.；A woman taking a picture of the back of her top.；A girl is holding a phone near a mirror wearing a pony tail.；a woman takes a picture of the back of her shirt",,hl_dataset_export/train_images,train_11481.png,final_selection_1800/images/hl/PHL1800_HL_0023.png,fdad1e5adb0b932546f1a907afd823f1152a346f2abbd7f1a7987e143df272ba,272731694b1f0f0f,500,375,PNG,402720,7.6618,70.2837,19.6666,17.9252,100.0,friend|mirror|self|work,retained_after_visual_and_file_audit_from_existing_100_image_pilot,none_or_low,false,source_dataset_terms_review_required,PILOT_HL_0023,AI_audited_selected_pending_two_independent_human_reviews
PHL1800_HL_0024,HL Dataset,positive,ethics_responsibility,train_11563.png,HL:train_11563.png,,,,,pilot_AI_preselection,"this was taken on a street.；the picture is shot in a road；the picture is taken in a road. || they are closing off the road.；cars are moving ahead；a car is crossing a police warning board. || they are conducting a police investigation.；they are proceeding to different destinations；he is going very urgently. || A very narrow city street that is lined with cars.；A Police Road Closed sign blocking a roadway.；Group of cars parked alongside the road on a narrow street. ；A car is driving through a road which has been closed. ；A narrow street in a city with automobiles parked on the side and a blue ""Police"" sign in the middle.",,hl_dataset_export/train_images,train_11563.png,final_selection_1800/images/hl/PHL1800_HL_0024.png,ade50eae1989fc6bf00c3022b4df0c0c60aad87fb1d50f0577437577b76c0dae,fadccecadad37bfc,640,480,PNG,567728,7.427,78.1881,22.687,18.511,100.0,cross|police|road|war,retained_after_visual_and_file_audit_from_existing_100_image_pilot,none_or_low,false,source_dataset_terms_review_required,PILOT_HL_0024,AI_audited_selected_pending_two_independent_human_reviews
PHL1800_HL_0025,HL Dataset,positive,power_conflict,train_5894.png,HL:train_5894.png,,,,,pilot_AI_preselection,at an airport.；in an airport；in an old airport || they are parking airplanes.；many small fighter planes are parked together；they are preparing the airplanes to fly || to join all airplanes to a war.；the planes are waiting for the pilots；because this is what they work for || A bunch of different airplanes on a runway.；Military airplanes and jeeps in an airplane field.；Very old photograph of airplanes on a field；A wartime photograph of a British temporary airfield.；A black and white photo of a snowcovered airfield with several small airplanes on the field.,,hl_dataset_export/train_images,train_5894.png,final_selection_1800/images/hl/PHL1800_HL_0025.png,b331d784a2d1609a5b6a117025783c772061f79e762d0b5b8334e2e8a78013ed,1e137536382764e3,640,367,PNG,526340,7.416,49.9177,31.2919,17.6085,100.0,fight|military|time|together|war|work,retained_after_visual_and_file_audit_from_existing_100_image_pilot,none_or_low,false,source_dataset_terms_review_required,PILOT_HL_0025,AI_audited_selected_pending_two_independent_human_reviews
PHL1800_HL_0026,HL Dataset,positive,time_mortality,train_7098.png,HL:train_7098.png,,,,,pilot_AI_preselection,a zoo；in a zoo；at a zoo. || watching a giraffe；people are excited watching the giraffe；they are looking at a giraffe. || education and fun；is the first time that a zoo opens in the city；they are amazed at the giraffe. || A tall giraffe standing behind a cage next to people.；A giraffe walks near the gate as people look on.；A tall giraffe is observed by people at a zoo.；A crowd watches a large giraffe through a wire fence.；A large tall giraffe and some people outside.,,hl_dataset_export/train_images,train_7098.png,final_selection_1800/images/hl/PHL1800_HL_0026.png,2926bbffb2a6aa9d89ef61736d5b229620f2da2d6b2471bea9cf5f905a88e9fc,4642464e4e2e2911,640,480,PNG,695822,7.5286,73.7908,28.8675,19.0768,100.0,cage|crowd|education|fence|time|watch,retained_after_visual_and_file_audit_from_existing_100_image_pilot,none_or_low,false,source_dataset_terms_review_required,PILOT_HL_0026,AI_audited_selected_pending_two_independent_human_reviews
PHL1800_HL_0027,HL Dataset,positive,identity_appearance,train_4300.png,HL:train_4300.png,,,,,pilot_AI_preselection,in a bathroom；in a bathroom；bathroom || she is taking a picture in the mirror while her friend washes her hands；taking a picture of herself；taking a selfie || because she decided to take a picture of you because she thinks she is beautiful while her friend performs hand hygiene.；she has new clothes and wants to share；she finds herself attractive || An image of a young woman and a man are in bathroom mirror. ；A woman standing in front of a white sink.；A person takes a picture in front of a bathroom mirror.；A woman taking a picture of herself in a mirror.；This is a close up view of a white bathroom sink with two people in the mirror.,,hl_dataset_export/train_images,train_4300.png,final_selection_1800/images/hl/PHL1800_HL_0027.png,343867b0fc24d109e29253ea73d5719dec0a8c456684220f67965abb07c07043,b5b4b0c0e16080c0,640,480,PNG,419466,7.2411,46.1668,5.9002,15.584,100.0,friend|mirror|self,retained_after_visual_and_file_audit_from_existing_100_image_pilot,none_or_low,false,source_dataset_terms_review_required,PILOT_HL_0027,AI_audited_selected_pending_two_independent_human_reviews
PHL1800_HL_0028,HL Dataset,positive,power_conflict,train_5283.png,HL:train_5283.png,,,,,pilot_AI_preselection,during the civil war；in a green ground；the picture is taken in a field || they are riding on horses；four men in royal police dress are on their horsebacks.；the army officers are on a horse ride || they are going into war；they are returning from a training；they are on a celebration mood || A black and white photo of four police officers on horses.；Four military men ride their horses in a row.；A group of mounted policemen riding on horses together.；Four uniformed men ride horses across a grassy plain. ；The four men are riding horses side by side. ,,hl_dataset_export/train_images,train_5283.png,final_selection_1800/images/hl/PHL1800_HL_0028.png,7eaccbb84d602f84aeadd5bb0eb5d9b0c8def52e7c49ed0969b4949fdded8609,cb4b633731b3337b,640,495,PNG,470479,6.9819,65.6483,22.2605,17.9444,100.0,cross|military|police|together|war,retained_after_visual_and_file_audit_from_existing_100_image_pilot,none_or_low,false,source_dataset_terms_review_required,PILOT_HL_0028,AI_audited_selected_pending_two_independent_human_reviews
