actual_format,actual_height,actual_sha256,actual_width,annotation_exists,annotation_item_id,annotation_method,archive_member_found,archive_member_match_method,archive_member_matches_sha256,archive_member_matches_size_crc,archive_resolved_member,caption_shape_ok,csv_item_json_exact,decode_ok,dimensions_match_manifest,extracted_sha256,extracted_source_exists,file_name,filename_pattern_ok,formal_gold,format_matches_manifest,hl_annotation_row_found,hl_upstream_annotation_exact,image_exists,item_json_exists,luma_stddev,mean_luma,reference_coverage,reference_jaccard,review_issues,review_verdict,sample_id,sample_id_matches_filename,selected_matches_extracted_sha256,semantic_risk_reasons,sha256_matches_manifest,source,source_id,track
PNG,480,ffeb05187e6259dc0f5c154dd8d117204b6e703d54d7be0c4504e4db79197553,640,True,F0071,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,ffeb05187e6259dc0f5c154dd8d117204b6e703d54d7be0c4504e4db79197553,True,PHL1800_HL_0017.png,True,False,True,True,True,True,True,56.171,84.433,0.2571,0.0563,,accept,PHL1800_HL_0017,True,True,specific_OCR_claim,True,HL Dataset,train_2740.png,positive
PNG,356,d6ffa325375fc4d3cbc87d31798e143cc3df2337407905fce2e53b9417699c46,500,True,F1289,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,d6ffa325375fc4d3cbc87d31798e143cc3df2337407905fce2e53b9417699c46,True,PHL1800_HL_0018.png,True,False,True,True,True,True,True,63.225,138.306,0.2424,0.0513,,accept,PHL1800_HL_0018,True,True,explicit_visual_uncertainty,True,HL Dataset,train_10384.png,positive
PNG,427,34272c1bd05371a0bd30f0f76f7099f6b264ee065ea11020d65fd131f942c6a0,640,True,F0024,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,34272c1bd05371a0bd30f0f76f7099f6b264ee065ea11020d65fd131f942c6a0,True,PHL1800_HL_0019.png,True,False,True,True,True,True,True,46.626,104.165,0.2632,0.0621,"Incorrect count of people (21 vs. actual ~15-20 visible individuals); sign text misread ('ATW... DISMANTLE POLICE STATE' is not legible, only 'PHOTO' is visible); 'blue-and-white umbrella' is a blue umbrella with white pattern, not blue-and-white; 'large white sheet of paper' is a document, not necessarily large; 'speaking or gesturing' is unsupported as intent is not knowable.",revised_after_review,PHL1800_HL_0019,True,True,precise_count_claim;explicit_visual_uncertainty,True,HL Dataset,train_2532.png,positive
PNG,431,c37e7847399363c6c5b13f5b8fd5e657eda13fddf325e0dfca58bdfb77e92040,640,True,F0784,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,c37e7847399363c6c5b13f5b8fd5e657eda13fddf325e0dfca58bdfb77e92040,True,PHL1800_HL_0020.png,True,False,True,True,True,True,True,61.332,85.748,0.1538,0.025,Candidate incorrectly states the person is 'feet bare and crossed at the ankles' when they are wearing white socks; the cat is described as 'curled' but is lying stretched out; the laptop is described as 'silver' but appears to be a darker color (likely black or dark gray); the tissue is described as 'held loosely in the person’s right hand' but is held near the face with the left hand visible; the headboard is described as 'woven wicker' but appears to be a different material (possibly rattan or another woven style),revised_after_review,PHL1800_HL_0020,True,True,very_low_overlap_with_HL_human_captions,True,HL Dataset,train_11952.png,positive
PNG,333,6738c223d061c42d351eb3f3c9f8985a29b36097f2ce4cd3ca9e129ecd8c5e95,500,True,F1000,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,6738c223d061c42d351eb3f3c9f8985a29b36097f2ce4cd3ca9e129ecd8c5e95,True,PHL1800_HL_0021.png,True,False,True,True,True,True,True,46.717,30.999,0.4,0.08,,accept,PHL1800_HL_0021,True,True,specific_OCR_claim;explicit_visual_uncertainty,True,HL Dataset,train_1981.png,positive
PNG,409,ff8573363c8ff046bc2f9c9728028935d57a92cd8e334d9d240a20bfa191344a,600,True,F1202,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,ff8573363c8ff046bc2f9c9728028935d57a92cd8e334d9d240a20bfa191344a,True,PHL1800_HL_0022.png,True,False,True,True,True,True,True,74.107,154.32,0.1556,0.0385,Incorrect count of soldiers: candidate states 'eight visible soldiers' but image shows at least 10 distinct individuals; 'five open-top freight wagons' is inaccurate as the train extends beyond visible wagons; 'one sleeper is propped vertically against a wagon wheel' is not visible in the image.,revised_after_review,PHL1800_HL_0022,True,True,very_low_overlap_with_HL_human_captions;precise_count_claim;explicit_visual_uncertainty,True,HL Dataset,train_5809.png,positive
PNG,375,fdad1e5adb0b932546f1a907afd823f1152a346f2abbd7f1a7987e143df272ba,500,True,F1591,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,fdad1e5adb0b932546f1a907afd823f1152a346f2abbd7f1a7987e143df272ba,True,PHL1800_HL_0023.png,True,False,True,True,True,True,True,68.54,99.113,0.25,0.0621,,accept,PHL1800_HL_0023,True,True,explicit_visual_uncertainty,True,HL Dataset,train_11481.png,positive
PNG,480,ade50eae1989fc6bf00c3022b4df0c0c60aad87fb1d50f0577437577b76c0dae,640,True,F1204,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,ade50eae1989fc6bf00c3022b4df0c0c60aad87fb1d50f0577437577b76c0dae,True,PHL1800_HL_0024.png,True,False,True,True,True,True,True,75.057,121.978,0.2308,0.0559,,accept,PHL1800_HL_0024,True,True,,True,HL Dataset,train_11563.png,positive
PNG,367,b331d784a2d1609a5b6a117025783c772061f79e762d0b5b8334e2e8a78013ed,640,True,F1281,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,b331d784a2d1609a5b6a117025783c772061f79e762d0b5b8334e2e8a78013ed,True,PHL1800_HL_0025.png,True,False,True,True,True,True,True,44.994,100.732,0.1622,0.0314,"Incorrect count of human figures: candidate claims nine, but visual inspection shows fewer distinct individuals; revise to accurate count.",revised_after_review,PHL1800_HL_0025,True,True,very_low_overlap_with_HL_human_captions;explicit_visual_uncertainty,True,HL Dataset,train_5894.png,positive
PNG,480,2926bbffb2a6aa9d89ef61736d5b229620f2da2d6b2471bea9cf5f905a88e9fc,640,True,F0302,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,2926bbffb2a6aa9d89ef61736d5b229620f2da2d6b2471bea9cf5f905a88e9fc,True,PHL1800_HL_0026.png,True,False,True,True,True,True,True,69.889,138.864,0.2333,0.037,,accept,PHL1800_HL_0026,True,True,explicit_visual_uncertainty,True,HL Dataset,train_7098.png,positive
PNG,480,343867b0fc24d109e29253ea73d5719dec0a8c456684220f67965abb07c07043,640,True,F1789,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,343867b0fc24d109e29253ea73d5719dec0a8c456684220f67965abb07c07043,True,PHL1800_HL_0027.png,True,False,True,True,True,True,True,45.717,99.814,0.125,0.0267,"Incorrect count of people: candidate claims three people (one holding camera, one in tie, one blurred foreground), but image shows two people (one reflected holding camera, one foreground blurred) with a third partial reflection (arm/tie) that is not a full person.",revised_after_review,PHL1800_HL_0027,True,True,very_low_overlap_with_HL_human_captions;explicit_visual_uncertainty,True,HL Dataset,train_4300.png,positive
PNG,495,7eaccbb84d602f84aeadd5bb0eb5d9b0c8def52e7c49ed0969b4949fdded8609,640,True,F0577,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,7eaccbb84d602f84aeadd5bb0eb5d9b0c8def52e7c49ed0969b4949fdded8609,True,PHL1800_HL_0028.png,True,False,True,True,True,True,True,61.731,161.386,0.2368,0.0629,,accept,PHL1800_HL_0028,True,True,,True,HL Dataset,train_5283.png,positive
PNG,509,39c1032f163267a3a7b9031dac6ed9664ee14846526c34f562fe433a2b403e8c,640,True,F1313,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,39c1032f163267a3a7b9031dac6ed9664ee14846526c34f562fe433a2b403e8c,True,PHL1800_HL_0029.png,True,False,True,True,True,True,True,71.631,90.762,0.2941,0.0637,,accept,PHL1800_HL_0029,True,True,explicit_visual_uncertainty,True,HL Dataset,train_12984.png,positive
PNG,612,b0e9a56196eb3ec30f7cac3ebd365c3bb932d87b72e29429b99e77a7728665f5,612,True,F0690,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,b0e9a56196eb3ec30f7cac3ebd365c3bb932d87b72e29429b99e77a7728665f5,True,PHL1800_HL_0030.png,True,False,True,True,True,True,True,63.77,122.656,0.1714,0.039,,accept,PHL1800_HL_0030,True,True,very_low_overlap_with_HL_human_captions,True,HL Dataset,train_7590.png,positive
PNG,640,be2489dbd7b572d1fde1fb5de9c2f37e95db41364bc6598019271387d759e78e,421,True,F0247,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,be2489dbd7b572d1fde1fb5de9c2f37e95db41364bc6598019271387d759e78e,True,PHL1800_HL_0031.png,True,False,True,True,True,True,True,50.202,158.524,0.2955,0.0699,"The count of pedestrians is overstated; the image shows fewer than 12 individuals, and their clustering description is inaccurate.",revised_after_review,PHL1800_HL_0031,True,True,precise_count_claim,True,HL Dataset,test_1021.png,positive
PNG,640,b720ff91dc9a686d3a769066e4d345e062cb28b145b58196a57f65686f27cd0c,426,True,F0986,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,b720ff91dc9a686d3a769066e4d345e062cb28b145b58196a57f65686f27cd0c,True,PHL1800_HL_0032.png,True,False,True,True,True,True,True,47.938,83.878,0.2222,0.041,,accept,PHL1800_HL_0032,True,True,,True,HL Dataset,train_3054.png,positive
PNG,640,919b4b9dbd7db8aa028cbb5d5547c8aea2ae9d71525be630ff75714a5bacaaec,427,True,F0585,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,919b4b9dbd7db8aa028cbb5d5547c8aea2ae9d71525be630ff75714a5bacaaec,True,PHL1800_HL_0033.png,True,False,True,True,True,True,True,44.665,131.869,0.3056,0.0714,"Incorrect count of clock faces (one visible, not four); inaccurate description of the Coca-Cola sign (not visible); unsupported claim of a blue parking meter; inaccurate color of the fire hydrant (red, not black); mischaracterization of the fence as adjacent to a fire hydrant (fence is separate); inaccurate description of banner text (unreadable, not monochrome portrait with text)",revised_after_review,PHL1800_HL_0033,True,True,,True,HL Dataset,train_1761.png,positive
PNG,480,83db2deb4b096173bf2eaebe20d59e1726c8c60222df078ce2db1f36ba1ed1f4,640,True,F1516,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,83db2deb4b096173bf2eaebe20d59e1726c8c60222df078ce2db1f36ba1ed1f4,True,PHL1800_HL_0034.png,True,False,True,True,True,True,True,68.726,83.133,0.1351,0.0272,,accept,PHL1800_HL_0034,True,True,very_low_overlap_with_HL_human_captions,True,HL Dataset,train_4295.png,positive
PNG,640,f4fd3ef6eb8db662138c76b2d9d1f70e5c1c915740f6848ecc7b1aab0c008c0b,480,True,F1522,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,f4fd3ef6eb8db662138c76b2d9d1f70e5c1c915740f6848ecc7b1aab0c008c0b,True,PHL1800_HL_0035.png,True,False,True,True,True,True,True,50.472,116.57,0.2424,0.0544,,accept,PHL1800_HL_0035,True,True,explicit_visual_uncertainty,True,HL Dataset,train_8903.png,positive
PNG,480,dd153f2237a8be3737579cb8a0bbc9737abb0628a98123a3f5866ecdeab4930c,640,True,F0328,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,dd153f2237a8be3737579cb8a0bbc9737abb0628a98123a3f5866ecdeab4930c,True,PHL1800_HL_0036.png,True,False,True,True,True,True,True,26.477,100.03,0.1379,0.0261,,accept,PHL1800_HL_0036,True,True,very_low_overlap_with_HL_human_captions,True,HL Dataset,test_270.png,positive
PNG,489,2d995e69b745b82af4259aea3eb6277bc76ded5c87db555a436fb4e971e7c0da,640,True,F1250,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,2d995e69b745b82af4259aea3eb6277bc76ded5c87db555a436fb4e971e7c0da,True,PHL1800_HL_0037.png,True,False,True,True,True,True,True,59.269,103.429,0.2051,0.0482,,accept,PHL1800_HL_0037,True,True,,True,HL Dataset,train_12202.png,positive
PNG,640,c1f6c6093876f41cfcc945caef650611f1ce6915ff6a6f822cfc8800149ceb2c,386,True,F0439,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,c1f6c6093876f41cfcc945caef650611f1ce6915ff6a6f822cfc8800149ceb2c,True,PHL1800_HL_0038.png,True,False,True,True,True,True,True,82.058,135.173,0.2821,0.0604,"Incorrect count of pigeons (candidate states four sculpted birds but image shows two sculpted birds on the roof); inaccurate clock time (candidate claims 10:10 but image shows ~1:50); unsupported claim of a person in white clothing (no clear person visible, only a partial figure on the far right)",revised_after_review,PHL1800_HL_0038,True,True,explicit_visual_uncertainty,True,HL Dataset,train_162.png,positive
PNG,640,f16becb5d3f036cac70d266e5fdc1ab07958e2795a1e299ae71c06b52670866e,426,True,F0879,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,f16becb5d3f036cac70d266e5fdc1ab07958e2795a1e299ae71c06b52670866e,True,PHL1800_HL_0039.png,True,False,True,True,True,True,True,34.193,90.227,0.3333,0.0604,"The action caption incorrectly states 'three people stand near the right-side entrance'; the image shows two people, not three.",revised_after_review,PHL1800_HL_0039,True,True,,True,HL Dataset,train_7392.png,positive
PNG,640,8c3e259e1c5c16f12b23c01badbbe107023e47358678ded901a1ea15e6a567ed,480,True,F1449,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,8c3e259e1c5c16f12b23c01badbbe107023e47358678ded901a1ea15e6a567ed,True,PHL1800_HL_0040.png,True,False,True,True,True,True,True,53.902,49.623,0.3889,0.0795,,accept,PHL1800_HL_0040,True,True,specific_OCR_claim,True,HL Dataset,train_12368.png,positive
PNG,640,e2b913589a388a8e8465f388605542162258fe34ada3656ec52b31f12a7af180,480,True,F1135,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,e2b913589a388a8e8465f388605542162258fe34ada3656ec52b31f12a7af180,True,PHL1800_HL_0041.png,True,False,True,True,True,True,True,88.581,156.484,0.3226,0.0595,Candidate incorrectly claims 'at least four individuals are discernible as separate figures' in the action caption; no pedestrians are clearly visible in the image.,revised_after_review,PHL1800_HL_0041,True,True,explicit_visual_uncertainty,True,HL Dataset,train_11239.png,positive
PNG,331,4862e7ac99945b3f682b4cdc033b8e819037fdf1bd8caab5b1b792e1a7c8f955,640,True,F0458,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,4862e7ac99945b3f682b4cdc033b8e819037fdf1bd8caab5b1b792e1a7c8f955,True,PHL1800_HL_0042.png,True,False,True,True,True,True,True,39.129,133.734,0.3,0.0497,,accept,PHL1800_HL_0042,True,True,,True,HL Dataset,train_12784.png,positive
PNG,500,72dfaec901c600fa9b3bf82bbffc61671053aa75f13d9291e85504c7396fb085,333,True,F1675,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,72dfaec901c600fa9b3bf82bbffc61671053aa75f13d9291e85504c7396fb085,True,PHL1800_HL_0043.png,True,False,True,True,True,True,True,82.973,135.542,0.2353,0.0432,,accept,PHL1800_HL_0043,True,True,specific_OCR_claim;explicit_visual_uncertainty,True,HL Dataset,train_3191.png,positive
PNG,480,405fd198720be2aa38deff4096b430ff15575ff52257e111f10c9630cf48ea6a,640,True,F1400,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,405fd198720be2aa38deff4096b430ff15575ff52257e111f10c9630cf48ea6a,True,PHL1800_HL_0044.png,True,False,True,True,True,True,True,71.893,120.918,0.2069,0.0345,"Incorrect count of standing people (candidate states five standing adults; image shows four standing, one seated); misdescription of a seated person as standing; inaccurate object details (e.g., 'five distinct individuals are standing' contradicts the seated person)",revised_after_review,PHL1800_HL_0044,True,True,explicit_visual_uncertainty,True,HL Dataset,train_4537.png,positive
PNG,407,848602308f3fff8dc0e4615c770fe146d6e47a2bc912f77babdc49fcf274ee12,640,True,F1379,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,848602308f3fff8dc0e4615c770fe146d6e47a2bc912f77babdc49fcf274ee12,True,PHL1800_HL_0045.png,True,False,True,True,True,True,True,84.925,155.332,0.2571,0.0596,The candidate incorrectly claims two people hold umbrellas; the image shows two people standing near the steps without umbrellas.,revised_after_review,PHL1800_HL_0045,True,True,explicit_visual_uncertainty,True,HL Dataset,train_8958.png,positive
PNG,640,94c4f1a82348dd22a1d50d39dac35d1524014d40a31331ab543ce7836802b028,427,True,F0241,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,94c4f1a82348dd22a1d50d39dac35d1524014d40a31331ab543ce7836802b028,True,PHL1800_HL_0046.png,True,False,True,True,True,True,True,45.132,78.842,0.186,0.0406,"Incorrect count of people at the table (described as two, but three are visible: one in yellow shirt, one in white tank top, and one in red stroller); inaccurate clock time (minute hand is between 4 and 5, hour hand is just past 1, but the candidate states 1:24 which misplaces the hour hand); text on the clock is 'Birks' not 'Birks' (candidate has a typo); the person raising arms is one individual, not two; the stroller is partially visible but not explicitly described as holding a person; the pedestrian in the background is wearing a blue top, but the candidate's action description is accurate.",revised_after_review,PHL1800_HL_0046,True,True,,True,HL Dataset,train_12813.png,positive
PNG,424,243a3d8f60fa225c7c8553b1cd2b2f729ada888c76827b3b7623d6c9db23e26d,640,True,F0835,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,243a3d8f60fa225c7c8553b1cd2b2f729ada888c76827b3b7623d6c9db23e26d,True,PHL1800_HL_0047.png,True,False,True,True,True,True,True,54.461,104.294,0.4118,0.0773,,accept,PHL1800_HL_0047,True,True,explicit_visual_uncertainty,True,HL Dataset,train_1745.png,positive
PNG,640,33e4c954023c3c2394316f15d0d07322801f86d722779c5fe1b4a45dfe6eaaff,427,True,F0056,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,33e4c954023c3c2394316f15d0d07322801f86d722779c5fe1b4a45dfe6eaaff,True,PHL1800_HL_0048.png,True,False,True,True,True,True,True,22.366,62.795,0.2727,0.0556,"Incorrect count of pedestrians: candidate claims two pedestrians on the left sidewalk, but only one is visible; one pedestrian near the tower base is correctly noted.",revised_after_review,PHL1800_HL_0048,True,True,,True,HL Dataset,test_1105.png,positive
