sample_id,annotation_item_id,file_name,source,track,source_id,reference_coverage,reference_jaccard,semantic_risk_reasons
PHL1800_HL_0263,F0553,PHL1800_HL_0263.png,HL Dataset,positive,train_4512.png,0.1346,0.0307,very_low_overlap_with_HL_human_captions;explicit_visual_uncertainty
PHL1800_HL_0034,F1516,PHL1800_HL_0034.png,HL Dataset,positive,train_4295.png,0.1351,0.0272,very_low_overlap_with_HL_human_captions
PHL1800_HL_0287,F1486,PHL1800_HL_0287.png,HL Dataset,positive,train_5423.png,0.1351,0.0303,very_low_overlap_with_HL_human_captions;explicit_visual_uncertainty
PHL1800_HL_0036,F0328,PHL1800_HL_0036.png,HL Dataset,positive,test_270.png,0.1379,0.0261,very_low_overlap_with_HL_human_captions
PHL1800_HL_0148,F1658,PHL1800_HL_0148.png,HL Dataset,positive,train_9068.png,0.1389,0.0279,very_low_overlap_with_HL_human_captions;explicit_visual_uncertainty
PHL1800_HL_0429,F0422,PHL1800_HL_0429.png,HL Dataset,positive,train_4752.png,0.1395,0.0353,very_low_overlap_with_HL_human_captions;explicit_visual_uncertainty
PHL1800_HL_0364,F0181,PHL1800_HL_0364.png,HL Dataset,positive,train_10987.png,0.14,0.0374,very_low_overlap_with_HL_human_captions;explicit_visual_uncertainty
PHL1800_HL_0012,F1637,PHL1800_HL_0012.png,HL Dataset,positive,train_224.png,0.1429,0.0262,very_low_overlap_with_HL_human_captions
PHL1800_HL_0159,F0877,PHL1800_HL_0159.png,HL Dataset,positive,train_5078.png,0.1429,0.0255,very_low_overlap_with_HL_human_captions;explicit_visual_uncertainty
PHL1800_HL_0272,F0390,PHL1800_HL_0272.png,HL Dataset,positive,train_10890.png,0.1471,0.0311,very_low_overlap_with_HL_human_captions;explicit_visual_uncertainty
PHL1800_HL_0499,F0680,PHL1800_HL_0499.png,HL Dataset,positive,train_10383.png,0.1471,0.0314,very_low_overlap_with_HL_human_captions;explicit_visual_uncertainty
PHL1800_HL_0583,F0258,PHL1800_HL_0583.png,HL Dataset,boundary,train_10922.png,0.1471,0.0311,very_low_overlap_with_HL_human_captions
PHL1800_HL_0282,F1571,PHL1800_HL_0282.png,HL Dataset,positive,train_7954.png,0.1515,0.0357,very_low_overlap_with_HL_human_captions;precise_count_claim;explicit_visual_uncertainty
PHL1800_HL_0355,F1065,PHL1800_HL_0355.png,HL Dataset,positive,train_10233.png,0.1515,0.0327,very_low_overlap_with_HL_human_captions;explicit_visual_uncertainty
PHL1800_HL_0020,F0784,PHL1800_HL_0020.png,HL Dataset,positive,train_11952.png,0.1538,0.025,very_low_overlap_with_HL_human_captions
PHL1800_HL_0454,F0162,PHL1800_HL_0454.png,HL Dataset,positive,test_1374.png,0.1538,0.0347,very_low_overlap_with_HL_human_captions;specific_OCR_claim
PHL1800_HL_0453,F0067,PHL1800_HL_0453.png,HL Dataset,positive,test_305.png,0.1552,0.0459,very_low_overlap_with_HL_human_captions;explicit_visual_uncertainty
PHL1800_HL_0022,F1202,PHL1800_HL_0022.png,HL Dataset,positive,train_5809.png,0.1556,0.0385,very_low_overlap_with_HL_human_captions;precise_count_claim;explicit_visual_uncertainty
PHL1800_HL_0224,F0102,PHL1800_HL_0224.png,HL Dataset,positive,train_299.png,0.1562,0.0287,very_low_overlap_with_HL_human_captions;precise_count_claim;explicit_visual_uncertainty
PHL1800_HL_0478,F0198,PHL1800_HL_0478.png,HL Dataset,positive,train_3335.png,0.1562,0.0329,very_low_overlap_with_HL_human_captions;explicit_visual_uncertainty
PHL1800_HL_0520,F1162,PHL1800_HL_0520.png,HL Dataset,boundary,train_2233.png,0.1562,0.0345,very_low_overlap_with_HL_human_captions;explicit_visual_uncertainty
PHL1800_HL_0398,F0105,PHL1800_HL_0398.png,HL Dataset,positive,train_1613.png,0.1579,0.0426,very_low_overlap_with_HL_human_captions
PHL1800_HL_0428,F1470,PHL1800_HL_0428.png,HL Dataset,positive,train_5333.png,0.1579,0.0373,very_low_overlap_with_HL_human_captions
PHL1800_HL_0201,F1796,PHL1800_HL_0201.png,HL Dataset,positive,train_12635.png,0.1613,0.0286,very_low_overlap_with_HL_human_captions;precise_count_claim;explicit_visual_uncertainty
PHL1800_HL_0341,F0139,PHL1800_HL_0341.png,HL Dataset,positive,test_170.png,0.1613,0.0294,very_low_overlap_with_HL_human_captions;specific_OCR_claim;precise_count_claim
PHL1800_HL_0006,F1063,PHL1800_HL_0006.png,HL Dataset,positive,train_9145.png,0.1622,0.0331,very_low_overlap_with_HL_human_captions;specific_OCR_claim
PHL1800_HL_0025,F1281,PHL1800_HL_0025.png,HL Dataset,positive,train_5894.png,0.1622,0.0314,very_low_overlap_with_HL_human_captions;explicit_visual_uncertainty
PHL1800_HL_0191,F0119,PHL1800_HL_0191.png,HL Dataset,positive,test_692.png,0.1622,0.0319,very_low_overlap_with_HL_human_captions
PHL1800_HL_0049,F0229,PHL1800_HL_0049.png,HL Dataset,positive,train_12036.png,0.1667,0.0314,very_low_overlap_with_HL_human_captions;explicit_visual_uncertainty
PHL1800_HL_0125,F0702,PHL1800_HL_0125.png,HL Dataset,positive,test_236.png,0.1667,0.0422,very_low_overlap_with_HL_human_captions;specific_OCR_claim;explicit_visual_uncertainty
PHL1800_HL_0183,F1562,PHL1800_HL_0183.png,HL Dataset,positive,test_912.png,0.1667,0.0392,very_low_overlap_with_HL_human_captions;explicit_visual_uncertainty
PHL1800_HL_0200,F1025,PHL1800_HL_0200.png,HL Dataset,positive,train_8662.png,0.1667,0.0351,very_low_overlap_with_HL_human_captions
PHL1800_HL_0286,F0682,PHL1800_HL_0286.png,HL Dataset,positive,train_319.png,0.1667,0.0383,very_low_overlap_with_HL_human_captions
PHL1800_HL_0367,F0414,PHL1800_HL_0367.png,HL Dataset,positive,train_10288.png,0.1667,0.0366,very_low_overlap_with_HL_human_captions;explicit_visual_uncertainty
PHL1800_HL_0589,F1052,PHL1800_HL_0589.png,HL Dataset,boundary,train_13321.png,0.1667,0.0235,very_low_overlap_with_HL_human_captions
PHL1800_HL_0030,F0690,PHL1800_HL_0030.png,HL Dataset,positive,train_7590.png,0.1714,0.039,very_low_overlap_with_HL_human_captions
PHL1800_HL_0072,F1538,PHL1800_HL_0072.png,HL Dataset,positive,train_6740.png,0.1714,0.0303,very_low_overlap_with_HL_human_captions
PHL1800_HL_0392,F1501,PHL1800_HL_0392.png,HL Dataset,positive,train_3822.png,0.1714,0.037,very_low_overlap_with_HL_human_captions
PHL1800_HL_0096,F1646,PHL1800_HL_0096.png,HL Dataset,positive,train_783.png,0.1724,0.0256,very_low_overlap_with_HL_human_captions;explicit_visual_uncertainty
PHL1800_HL_0107,F1120,PHL1800_HL_0107.png,HL Dataset,positive,train_2839.png,0.1724,0.0276,very_low_overlap_with_HL_human_captions;precise_count_claim
PHL1800_HL_0232,F0605,PHL1800_HL_0232.png,HL Dataset,positive,train_104.png,0.1724,0.0515,very_low_overlap_with_HL_human_captions;explicit_visual_uncertainty
PHL1800_HL_0524,F0184,PHL1800_HL_0524.png,HL Dataset,boundary,test_1418.png,0.1724,0.0312,very_low_overlap_with_HL_human_captions
PHL1800_HL_0003,F1670,PHL1800_HL_0003.png,HL Dataset,positive,train_1544.png,0.1739,0.0544,very_low_overlap_with_HL_human_captions
PHL1800_HL_0267,F0774,PHL1800_HL_0267.png,HL Dataset,positive,train_4819.png,0.1746,0.0595,very_low_overlap_with_HL_human_captions
PHL1800_HL_0081,F1795,PHL1800_HL_0081.png,HL Dataset,positive,test_1239.png,0.175,0.044,very_low_overlap_with_HL_human_captions
PHL1800_HL_0174,F1696,PHL1800_HL_0174.png,HL Dataset,positive,train_6701.png,0.175,0.0407,very_low_overlap_with_HL_human_captions;explicit_visual_uncertainty
PHL1800_HL_0479,F0275,PHL1800_HL_0479.png,HL Dataset,positive,train_1326.png,0.175,0.0452,very_low_overlap_with_HL_human_captions;explicit_visual_uncertainty
PHL1800_HL_0103,F1647,PHL1800_HL_0103.png,HL Dataset,positive,train_5440.png,0.1765,0.0361,very_low_overlap_with_HL_human_captions
PHL1800_HL_0375,F0958,PHL1800_HL_0375.png,HL Dataset,positive,train_2606.png,0.1765,0.0309,very_low_overlap_with_HL_human_captions
PHL1800_HL_0388,F0693,PHL1800_HL_0388.png,HL Dataset,positive,train_4693.png,0.1765,0.0382,very_low_overlap_with_HL_human_captions;explicit_visual_uncertainty
PHL1800_HL_0463,F1140,PHL1800_HL_0463.png,HL Dataset,positive,train_12516.png,0.1765,0.0368,very_low_overlap_with_HL_human_captions
PHL1800_HL_0505,F0008,PHL1800_HL_0505.png,HL Dataset,boundary,train_11436.png,0.1765,0.0366,very_low_overlap_with_HL_human_captions;explicit_visual_uncertainty
PHL1800_HL_0507,F0175,PHL1800_HL_0507.png,HL Dataset,boundary,train_10090.png,0.1765,0.039,very_low_overlap_with_HL_human_captions;explicit_visual_uncertainty
PHL1800_HL_0559,F0739,PHL1800_HL_0559.png,HL Dataset,boundary,train_991.png,0.1765,0.0417,very_low_overlap_with_HL_human_captions;explicit_visual_uncertainty
PHL1800_HL_0250,F0215,PHL1800_HL_0250.png,HL Dataset,positive,train_4041.png,0.1778,0.0437,very_low_overlap_with_HL_human_captions;explicit_visual_uncertainty
PHL1800_HL_0073,F0419,PHL1800_HL_0073.png,HL Dataset,positive,test_151.png,0.1786,0.034,very_low_overlap_with_HL_human_captions;specific_OCR_claim
PHL1800_HL_0136,F0781,PHL1800_HL_0136.png,HL Dataset,positive,train_5562.png,0.1786,0.0296,very_low_overlap_with_HL_human_captions;explicit_visual_uncertainty
PHL1800_HL_0181,F1638,PHL1800_HL_0181.png,HL Dataset,positive,train_6289.png,0.1786,0.0301,very_low_overlap_with_HL_human_captions;explicit_visual_uncertainty
PHL1800_HL_0519,F0759,PHL1800_HL_0519.png,HL Dataset,boundary,train_10482.png,0.1795,0.0486,very_low_overlap_with_HL_human_captions
PHL1800_HL_0104,F0108,PHL1800_HL_0104.png,HL Dataset,positive,train_11580.png,0.1818,0.0377,explicit_visual_uncertainty
PHL1800_HL_0269,F1398,PHL1800_HL_0269.png,HL Dataset,positive,test_445.png,0.1818,0.0377,precise_count_claim;explicit_visual_uncertainty
PHL1800_HL_0381,F0530,PHL1800_HL_0381.png,HL Dataset,positive,train_6063.png,0.1818,0.0404,specific_OCR_claim
PHL1800_HL_0385,F0405,PHL1800_HL_0385.png,HL Dataset,positive,train_5055.png,0.1818,0.0381,precise_count_claim
PHL1800_HL_0459,F0098,PHL1800_HL_0459.png,HL Dataset,positive,test_559.png,0.1818,0.0497,explicit_visual_uncertainty
PHL1800_HL_0597,F1621,PHL1800_HL_0597.png,HL Dataset,boundary,train_12168.png,0.1818,0.0373,explicit_visual_uncertainty
PHL1800_HL_0186,F0250,PHL1800_HL_0186.png,HL Dataset,positive,test_1303.png,0.1837,0.0448,explicit_visual_uncertainty
PHL1800_HL_0467,F1652,PHL1800_HL_0467.png,HL Dataset,positive,train_5098.png,0.1837,0.0492,specific_OCR_claim
PHL1800_HL_0126,F0526,PHL1800_HL_0126.png,HL Dataset,positive,test_316.png,0.1842,0.0402,explicit_visual_uncertainty
PHL1800_HL_0193,F0106,PHL1800_HL_0193.png,HL Dataset,positive,train_3214.png,0.1842,0.0422,explicit_visual_uncertainty
PHL1800_HL_0274,F0243,PHL1800_HL_0274.png,HL Dataset,positive,test_795.png,0.1842,0.0385,explicit_visual_uncertainty
PHL1800_HL_0382,F0674,PHL1800_HL_0382.png,HL Dataset,positive,train_12216.png,0.1842,0.0419,precise_count_claim
PHL1800_HL_0484,F1443,PHL1800_HL_0484.png,HL Dataset,positive,train_1815.png,0.1842,0.0393,explicit_visual_uncertainty
PHL1800_HL_0251,F1477,PHL1800_HL_0251.png,HL Dataset,positive,train_13466.png,0.1852,0.0269,precise_count_claim
PHL1800_HL_0599,F1061,PHL1800_HL_0599.png,HL Dataset,boundary,train_6382.png,0.1875,0.0355,explicit_visual_uncertainty
PHL1800_HL_0205,F0995,PHL1800_HL_0205.png,HL Dataset,positive,train_9345.png,0.1892,0.0366,specific_OCR_claim;explicit_visual_uncertainty
PHL1800_HL_0307,F0773,PHL1800_HL_0307.png,HL Dataset,positive,train_7105.png,0.1892,0.044,precise_count_claim;explicit_visual_uncertainty
PHL1800_HL_0394,F1701,PHL1800_HL_0394.png,HL Dataset,positive,train_6418.png,0.1892,0.0374,precise_count_claim;explicit_visual_uncertainty
PHL1800_HL_0131,F1126,PHL1800_HL_0131.png,HL Dataset,positive,train_6470.png,0.1905,0.0455,explicit_visual_uncertainty
PHL1800_HL_0167,F0166,PHL1800_HL_0167.png,HL Dataset,positive,train_6119.png,0.1915,0.0459,explicit_visual_uncertainty
PHL1800_HL_0008,F0086,PHL1800_HL_0008.png,HL Dataset,positive,train_254.png,0.1923,0.0301,explicit_visual_uncertainty
PHL1800_HL_0196,F0039,PHL1800_HL_0196.png,HL Dataset,positive,test_147.png,0.1923,0.0294,explicit_visual_uncertainty
PHL1800_HL_0532,F1550,PHL1800_HL_0532.png,HL Dataset,boundary,test_799.png,0.1935,0.0432,explicit_visual_uncertainty
PHL1800_HL_0143,F0480,PHL1800_HL_0143.png,HL Dataset,positive,train_12244.png,0.1944,0.033,explicit_visual_uncertainty
PHL1800_HL_0495,F1461,PHL1800_HL_0495.png,HL Dataset,positive,train_10530.png,0.1944,0.037,explicit_visual_uncertainty
PHL1800_HL_0506,F0824,PHL1800_HL_0506.png,HL Dataset,boundary,train_8082.png,0.1944,0.038,explicit_visual_uncertainty
PHL1800_HL_0089,F0779,PHL1800_HL_0089.png,HL Dataset,positive,train_8232.png,0.1951,0.0447,specific_OCR_claim;explicit_visual_uncertainty
PHL1800_HL_0178,F0633,PHL1800_HL_0178.png,HL Dataset,positive,test_648.png,0.2,0.0529,explicit_visual_uncertainty
PHL1800_HL_0182,F0551,PHL1800_HL_0182.png,HL Dataset,positive,train_12527.png,0.2,0.0385,explicit_visual_uncertainty
PHL1800_HL_0211,F1080,PHL1800_HL_0211.png,HL Dataset,positive,train_5383.png,0.2,0.0476,specific_OCR_claim
PHL1800_HL_0297,F1158,PHL1800_HL_0297.png,HL Dataset,positive,train_3783.png,0.2,0.0326,explicit_visual_uncertainty
PHL1800_HL_0393,F1731,PHL1800_HL_0393.png,HL Dataset,positive,train_5160.png,0.2,0.0385,explicit_visual_uncertainty
PHL1800_HL_0540,F0864,PHL1800_HL_0540.png,HL Dataset,boundary,train_4756.png,0.2,0.0292,explicit_visual_uncertainty
PHL1800_HL_0210,F0520,PHL1800_HL_0210.png,HL Dataset,positive,test_1490.png,0.2041,0.0602,explicit_visual_uncertainty
PHL1800_HL_0257,F0459,PHL1800_HL_0257.png,HL Dataset,positive,train_3107.png,0.2051,0.0455,specific_OCR_claim;explicit_visual_uncertainty
PHL1800_HL_0268,F1348,PHL1800_HL_0268.png,HL Dataset,positive,train_7010.png,0.2051,0.0457,explicit_visual_uncertainty
PHL1800_HL_0288,F1581,PHL1800_HL_0288.png,HL Dataset,positive,train_11245.png,0.2059,0.0461,explicit_visual_uncertainty
PHL1800_HL_0522,F1651,PHL1800_HL_0522.png,HL Dataset,boundary,train_10104.png,0.2059,0.0402,explicit_visual_uncertainty
PHL1800_HL_0044,F1400,PHL1800_HL_0044.png,HL Dataset,positive,train_4537.png,0.2069,0.0345,explicit_visual_uncertainty
PHL1800_HL_0590,F1273,PHL1800_HL_0590.png,HL Dataset,boundary,train_11671.png,0.2069,0.0429,explicit_visual_uncertainty
PHL1800_HL_0596,F0068,PHL1800_HL_0596.png,HL Dataset,boundary,test_906.png,0.2093,0.0542,explicit_visual_uncertainty
PHL1800_HL_0264,F1260,PHL1800_HL_0264.png,HL Dataset,positive,test_59.png,0.2105,0.04,explicit_visual_uncertainty
PHL1800_HL_0357,F0138,PHL1800_HL_0357.png,HL Dataset,positive,train_701.png,0.2105,0.051,specific_OCR_claim
PHL1800_HL_0455,F0806,PHL1800_HL_0455.png,HL Dataset,positive,train_4150.png,0.2121,0.0437,specific_OCR_claim
PHL1800_HL_0407,F1786,PHL1800_HL_0407.png,HL Dataset,positive,train_3072.png,0.2128,0.0478,specific_OCR_claim;precise_count_claim;explicit_visual_uncertainty
PHL1800_HL_0124,F0608,PHL1800_HL_0124.png,HL Dataset,positive,train_7918.png,0.2143,0.0536,specific_OCR_claim;explicit_visual_uncertainty
PHL1800_HL_0293,F1128,PHL1800_HL_0293.png,HL Dataset,positive,train_4558.png,0.2143,0.0459,explicit_visual_uncertainty
PHL1800_HL_0331,F0519,PHL1800_HL_0331.png,HL Dataset,positive,train_1082.png,0.2143,0.0497,explicit_visual_uncertainty
PHL1800_HL_0359,F0992,PHL1800_HL_0359.png,HL Dataset,positive,train_4158.png,0.2143,0.0476,specific_OCR_claim;explicit_visual_uncertainty
PHL1800_HL_0487,F0508,PHL1800_HL_0487.png,HL Dataset,positive,train_13387.png,0.2143,0.0411,explicit_visual_uncertainty
PHL1800_HL_0363,F0034,PHL1800_HL_0363.png,HL Dataset,positive,train_3566.png,0.2157,0.0561,specific_OCR_claim;explicit_visual_uncertainty
PHL1800_HL_0245,F0242,PHL1800_HL_0245.png,HL Dataset,positive,train_759.png,0.2167,0.067,explicit_visual_uncertainty
PHL1800_HL_0273,F0539,PHL1800_HL_0273.png,HL Dataset,positive,train_1488.png,0.2174,0.0452,explicit_visual_uncertainty
PHL1800_HL_0444,F0376,PHL1800_HL_0444.png,HL Dataset,positive,train_2650.png,0.2188,0.0486,explicit_visual_uncertainty
PHL1800_HL_0171,F1262,PHL1800_HL_0171.png,HL Dataset,positive,train_12215.png,0.2195,0.0514,explicit_visual_uncertainty
PHL1800_HL_0353,F1331,PHL1800_HL_0353.png,HL Dataset,positive,train_8705.png,0.2195,0.0511,specific_OCR_claim;explicit_visual_uncertainty
PHL1800_HL_0391,F0479,PHL1800_HL_0391.png,HL Dataset,positive,train_8226.png,0.2195,0.0431,explicit_visual_uncertainty
PHL1800_HL_0108,F1777,PHL1800_HL_0108.png,HL Dataset,positive,train_892.png,0.2222,0.0593,explicit_visual_uncertainty
PHL1800_HL_0225,F0624,PHL1800_HL_0225.png,HL Dataset,positive,train_7949.png,0.2222,0.0457,explicit_visual_uncertainty
PHL1800_HL_0231,F1702,PHL1800_HL_0231.png,HL Dataset,positive,train_199.png,0.2222,0.0491,specific_OCR_claim;explicit_visual_uncertainty
PHL1800_HL_0473,F0626,PHL1800_HL_0473.png,HL Dataset,positive,train_6752.png,0.2222,0.0476,explicit_visual_uncertainty
PHL1800_HL_0299,F1308,PHL1800_HL_0299.png,HL Dataset,positive,train_13116.png,0.2258,0.0424,explicit_visual_uncertainty
PHL1800_HL_0510,F1386,PHL1800_HL_0510.png,HL Dataset,boundary,test_1280.png,0.2258,0.0534,explicit_visual_uncertainty
PHL1800_HL_0060,F0066,PHL1800_HL_0060.png,HL Dataset,positive,train_6313.png,0.2273,0.0498,explicit_visual_uncertainty
PHL1800_HL_0142,F0371,PHL1800_HL_0142.png,HL Dataset,positive,test_847.png,0.2273,0.0592,explicit_visual_uncertainty
PHL1800_HL_0195,F1624,PHL1800_HL_0195.png,HL Dataset,positive,train_8043.png,0.2273,0.0575,explicit_visual_uncertainty
PHL1800_HL_0066,F0956,PHL1800_HL_0066.png,HL Dataset,positive,train_9971.png,0.2286,0.0468,explicit_visual_uncertainty
PHL1800_HL_0209,F0755,PHL1800_HL_0209.png,HL Dataset,positive,train_875.png,0.2286,0.0567,precise_count_claim;explicit_visual_uncertainty
PHL1800_HL_0214,F1227,PHL1800_HL_0214.png,HL Dataset,positive,train_7746.png,0.2308,0.0395,explicit_visual_uncertainty
PHL1800_HL_0266,F0409,PHL1800_HL_0266.png,HL Dataset,positive,train_12436.png,0.2308,0.0347,specific_OCR_claim;precise_count_claim;explicit_visual_uncertainty
PHL1800_HL_0582,F0548,PHL1800_HL_0582.png,HL Dataset,boundary,train_7441.png,0.2308,0.0638,explicit_visual_uncertainty
PHL1800_HL_0026,F0302,PHL1800_HL_0026.png,HL Dataset,positive,train_7098.png,0.2333,0.037,explicit_visual_uncertainty
PHL1800_HL_0578,F1481,PHL1800_HL_0578.png,HL Dataset,boundary,train_9402.png,0.2333,0.0387,explicit_visual_uncertainty
PHL1800_HL_0339,F0968,PHL1800_HL_0339.png,HL Dataset,positive,test_1347.png,0.234,0.0529,explicit_visual_uncertainty
PHL1800_HL_0356,F0388,PHL1800_HL_0356.png,HL Dataset,positive,train_4794.png,0.234,0.0564,precise_count_claim;explicit_visual_uncertainty
PHL1800_HL_0043,F1675,PHL1800_HL_0043.png,HL Dataset,positive,train_3191.png,0.2353,0.0432,specific_OCR_claim;explicit_visual_uncertainty
PHL1800_HL_0188,F1121,PHL1800_HL_0188.png,HL Dataset,positive,train_12837.png,0.2353,0.0541,explicit_visual_uncertainty
PHL1800_HL_0380,F0540,PHL1800_HL_0380.png,HL Dataset,positive,train_13269.png,0.2364,0.058,explicit_visual_uncertainty
PHL1800_HL_0094,F0622,PHL1800_HL_0094.png,HL Dataset,positive,train_11900.png,0.2381,0.0595,explicit_visual_uncertainty
PHL1800_HL_0279,F0843,PHL1800_HL_0279.png,HL Dataset,positive,train_298.png,0.2381,0.0515,explicit_visual_uncertainty
PHL1800_HL_0530,F0467,PHL1800_HL_0530.png,HL Dataset,boundary,train_7449.png,0.24,0.0373,explicit_visual_uncertainty
PHL1800_HL_0569,F1206,PHL1800_HL_0569.png,HL Dataset,boundary,test_968.png,0.24,0.0444,explicit_visual_uncertainty
PHL1800_HL_0077,F1484,PHL1800_HL_0077.png,HL Dataset,positive,train_5841.png,0.2414,0.047,explicit_visual_uncertainty
PHL1800_HL_0491,F0260,PHL1800_HL_0491.png,HL Dataset,positive,train_12400.png,0.2414,0.0473,specific_OCR_claim
PHL1800_HL_0018,F1289,PHL1800_HL_0018.png,HL Dataset,positive,train_10384.png,0.2424,0.0513,explicit_visual_uncertainty
PHL1800_HL_0035,F1522,PHL1800_HL_0035.png,HL Dataset,positive,train_8903.png,0.2424,0.0544,explicit_visual_uncertainty
PHL1800_HL_0084,F1143,PHL1800_HL_0084.png,HL Dataset,positive,train_9725.png,0.2424,0.0473,explicit_visual_uncertainty
PHL1800_HL_0119,F0368,PHL1800_HL_0119.png,HL Dataset,positive,train_1269.png,0.2424,0.0457,precise_count_claim
PHL1800_HL_0129,F1160,PHL1800_HL_0129.png,HL Dataset,positive,test_1354.png,0.2424,0.0537,explicit_visual_uncertainty
PHL1800_HL_0410,F0236,PHL1800_HL_0410.png,HL Dataset,positive,train_5911.png,0.2424,0.0417,explicit_visual_uncertainty
PHL1800_HL_0014,F0019,PHL1800_HL_0014.png,HL Dataset,positive,train_4733.png,0.2432,0.0566,explicit_visual_uncertainty
PHL1800_HL_0244,F1102,PHL1800_HL_0244.png,HL Dataset,positive,train_6250.png,0.2432,0.0443,explicit_visual_uncertainty
PHL1800_HL_0577,F0506,PHL1800_HL_0577.png,HL Dataset,boundary,train_12640.png,0.2432,0.0629,explicit_visual_uncertainty
PHL1800_HL_0456,F0460,PHL1800_HL_0456.png,HL Dataset,positive,train_8728.png,0.2444,0.0585,explicit_visual_uncertainty
PHL1800_HL_0023,F1591,PHL1800_HL_0023.png,HL Dataset,positive,train_11481.png,0.25,0.0621,explicit_visual_uncertainty
PHL1800_HL_0111,F0786,PHL1800_HL_0111.png,HL Dataset,positive,train_10803.png,0.25,0.0471,explicit_visual_uncertainty
PHL1800_HL_0152,F0712,PHL1800_HL_0152.png,HL Dataset,positive,train_6412.png,0.25,0.0462,explicit_visual_uncertainty
PHL1800_HL_0157,F0589,PHL1800_HL_0157.png,HL Dataset,positive,train_3997.png,0.25,0.0556,explicit_visual_uncertainty
PHL1800_HL_0197,F1341,PHL1800_HL_0197.png,HL Dataset,positive,train_6660.png,0.25,0.0521,specific_OCR_claim
PHL1800_HL_0216,F0900,PHL1800_HL_0216.png,HL Dataset,positive,train_11042.png,0.25,0.061,specific_OCR_claim;precise_count_claim
PHL1800_HL_0290,F0344,PHL1800_HL_0290.png,HL Dataset,positive,train_12623.png,0.25,0.0559,specific_OCR_claim;precise_count_claim;explicit_visual_uncertainty
