sample_id,annotation_item_id,file_name,source,track,review_verdict,review_issues,annotation_method,formal_gold
PHL1800_HL_0033,F0585,PHL1800_HL_0033.png,HL Dataset,positive,revise,"Incorrect count of clock faces (one visible, not four); inaccurate description of the Coca-Cola sign (not visible); unsupported claim of a blue parking meter; inaccurate color of the fire hydrant (red, not black); mischaracterization of the fence as adjacent to a fire hydrant (fence is separate); inaccurate description of banner text (unreadable, not monochrome portrait with text)",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0038,F0439,PHL1800_HL_0038.png,HL Dataset,positive,revise,"Incorrect count of pigeons (candidate states four sculpted birds but image shows two sculpted birds on the roof); inaccurate clock time (candidate claims 10:10 but image shows ~1:50); unsupported claim of a person in white clothing (no clear person visible, only a partial figure on the far right)",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0039,F0879,PHL1800_HL_0039.png,HL Dataset,positive,revise,"The action caption incorrectly states 'three people stand near the right-side entrance'; the image shows two people, not three.",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0041,F1135,PHL1800_HL_0041.png,HL Dataset,positive,revise,Candidate incorrectly claims 'at least four individuals are discernible as separate figures' in the action caption; no pedestrians are clearly visible in the image.,dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0044,F1400,PHL1800_HL_0044.png,HL Dataset,positive,revise,"Incorrect count of standing people (candidate states five standing adults; image shows four standing, one seated); misdescription of a seated person as standing; inaccurate object details (e.g., 'five distinct individuals are standing' contradicts the seated person)",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0045,F1379,PHL1800_HL_0045.png,HL Dataset,positive,revise,The candidate incorrectly claims two people hold umbrellas; the image shows two people standing near the steps without umbrellas.,dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0046,F0241,PHL1800_HL_0046.png,HL Dataset,positive,revise,"Incorrect count of people at the table (described as two, but three are visible: one in yellow shirt, one in white tank top, and one in red stroller); inaccurate clock time (minute hand is between 4 and 5, hour hand is just past 1, but the candidate states 1:24 which misplaces the hour hand); text on the clock is 'Birks' not 'Birks' (candidate has a typo); the person raising arms is one individual, not two; the stroller is partially visible but not explicitly described as holding a person; the pedestrian in the background is wearing a blue top, but the candidate's action description is accurate.",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0048,F0056,PHL1800_HL_0048.png,HL Dataset,positive,revise,"Incorrect count of pedestrians: candidate claims two pedestrians on the left sidewalk, but only one is visible; one pedestrian near the tower base is correctly noted.",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0051,F0130,PHL1800_HL_0051.png,HL Dataset,positive,revise,Object count for motorcyclists is inaccurate; the candidate claims 'at least seven distinct motorcyclists' but only five are clearly visible. The clock time is misstated as 'approximately 10:10'—the hands appear closer to 10:15. The blue truck is described as 'pickup-style' but is a larger utility truck with a covered bed.,dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0052,F0498,PHL1800_HL_0052.png,HL Dataset,positive,revise,The candidate incorrectly claims two people are visible behind the gallery balustrade; the image shows no discernible human figures in that area.,dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0060,F0066,PHL1800_HL_0060.png,HL Dataset,positive,revise,Incorrect count of people (candidate states 'approximately eight' but image shows seven distinct individuals); 'Tiger' brand name on clock is not visible; 'red second hand' on clock is not visible; 'blue denim shirt over dark undershirt' is inaccurate (rightmost adult wears a grayish-blue shirt without visible undershirt); 'child wearing white short-sleeved shirt with small pink polka dots and lime-green shorts' is inaccurate (the child wears a white shirt with small dark dots and yellow shorts),dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0062,F0482,PHL1800_HL_0062.png,HL Dataset,positive,revise,"Incorrect count of women in the object list (described as three walking together, but the image shows multiple separate women, not a single group of three); the silver car is not clearly visible and may be hallucinated; the ox’s action is misdescribed (hooves are not raised, it is standing still); the man’s action is misdescribed (he is not sorting beans, just sitting with them)",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0065,F1259,PHL1800_HL_0065.png,HL Dataset,positive,revise,"Incorrect count of pedestrians (described as three walking together, but image shows multiple individuals not clearly grouped as a single trio); 'one holding a camera' is unsupported; 'red car stopped at intersection' is inaccurate (car is parked, not stopped at intersection); 'another dark vehicle partially visible behind it' is vague and may not be distinct; 'three pedestrians' count is not verified; 'camera' action is not visible; 'red car stopped' is incorrect (car is parked, not stopped at intersection)",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0067,F1192,PHL1800_HL_0067.png,HL Dataset,positive,revise,Incorrect count of sheep (8 vs actual 7); incorrect count of people in foreground (11 vs actual 10); inaccurate description of the green structure (crane vs likely flagpole); unsupported claim about numbered tags on sheep; inaccurate description of the adult in white coat (clipboard vs no visible clipboard),dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0068,F0665,PHL1800_HL_0068.png,HL Dataset,positive,revise,"Incorrect count of visible individuals (candidate states at least nine, but image shows more than nine distinct people)",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0069,F1115,PHL1800_HL_0069.png,HL Dataset,positive,revise,Incorrect count of people: candidate claims 'at least six distinct individuals' but image shows five visible people; revise to match visual count.,dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0071,F0483,PHL1800_HL_0071.png,HL Dataset,positive,revise,"Incorrect count of people: candidate states three people walking, but image shows two women walking and one man standing near the tower; seated person count is unclear but not three walking. Incorrect object count: candidate claims fifteen café chairs, but image shows approximately twelve visible chairs. Inaccurate action description: candidate describes a man in a striped shirt standing near the tower’s archway, but the man near the archway wears a dark shirt, not striped. Inaccurate color description: candidate mentions a man in dark clothing walking behind two women, but no such person is visible; the man near the archway is standing, not walking.",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0073,F0419,PHL1800_HL_0073.png,HL Dataset,positive,revise,The candidate incorrectly states the clock tower model has four clock faces (only two are visible); the woman is not holding a folded umbrella; the group walking past the yellow booth is miscounted as at least seven (fewer are visible); the second bus's text is misread as 'SPIDER-M...' (it is 'SPIDER-T...' or similar); the woman's coat color is misdescribed as beige (it appears light-colored but not definitively beige),dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0076,F1604,PHL1800_HL_0076.png,HL Dataset,positive,revise,"Incorrect count of people: candidate states 'at least five individuals' but image shows four distinct people; one person on the right is holding a device, not two separate individuals.",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0082,F0230,PHL1800_HL_0082.png,HL Dataset,positive,revise,"Incorrect count of people (at least 27 distinct individuals) not visually verifiable; some actions (e.g., 'handing something to another') lack clear visual support; 'open SUV trunk' is not visible in the image.",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0091,F0478,PHL1800_HL_0091.png,HL Dataset,positive,revise,"Incorrect count of people: candidate states seven distinct individuals but image shows six (two foreground players, one crouching near wall, two near left doorway, one on balcony right side, one partially visible behind central player). | Incorrect object color: candidate describes a red basketball but image shows a brown basketball.",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0093,F1122,PHL1800_HL_0093.png,HL Dataset,positive,revise,"Object count error: at least 11 distinct individuals visible, not 9; pink umbrella is a tent, not an umbrella; spray can label color is not clearly red; some actions (e.g., ""two folding chairs are placed near the table, one occupied"") are not fully supported by visual evidence.",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0094,F0622,PHL1800_HL_0094.png,HL Dataset,positive,revise,Incorrect count of people (at least seven vs. actual visible individuals) and misdescription of seating arrangement on the foreground motorcycle; object details like the green sign’s pictogram and van text are partially hallucinated; philosophy interpretations include unsupported symbolic mappings.,dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0097,F1749,PHL1800_HL_0097.png,HL Dataset,positive,revise,"Incorrect count of people: candidate claims three people, but image shows two distinct figures (one walking with a bicycle, one further back)",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0105,F0745,PHL1800_HL_0105.png,HL Dataset,positive,revise,Incorrect count of people behind the railing (3 vs 2 visible); inaccurate description of the airborne surfer (board not visible); unsupported claim of four other individuals in the water (actual count is 3),dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0107,F1120,PHL1800_HL_0107.png,HL Dataset,positive,revise,Incorrect count of elephants (24 vs actual ~30+); human figure description lacks clarity on visibility; philosophy interpretations include unsupported symbolic mappings and concept IDs.,dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0119,F0368,PHL1800_HL_0119.png,HL Dataset,positive,revise,"Incorrect count of people (at least 12 vs. actual ~15+ visible individuals); misdescription of text ('DESIGN JUT-FIT by GOD' is not visible, 'TIGERS IN THIS TANK' is not confirmed); inaccurate object details (second bus color/purple roof not clearly visible); unsupported claims about 'partial lettering' and 'reversed text' without visual evidence.",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0120,F0115,PHL1800_HL_0120.png,HL Dataset,positive,revise,"The object caption incorrectly states 'at least nine distinct spectators'—the image shows 8 visible spectators, not 9.",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0129,F1160,PHL1800_HL_0129.png,HL Dataset,positive,revise,"Incorrect count of people: candidate states 'at least six distinct individuals' but only five are visually distinguishable (central woman, left gesturing woman, right man, person behind her in pink/red jacket, person in blue behind left woman); yellow umbrella far left is held by the left gesturing woman, not a separate individual.",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0130,F1654,PHL1800_HL_0130.png,HL Dataset,positive,revise,"Incorrect count of people (9 claimed, actual 8 visible); misdescription of child's action (crouching vs. standing); inaccurate object details (Dr Pepper machine color, bicycle count)",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0150,F0811,PHL1800_HL_0150.png,HL Dataset,positive,revise,Incorrect count of people (four vs. five visible individuals); inaccurate description of the woman’s position (sitting vs. standing); mischaracterization of the blue folder (unreadable text vs. solid color); missing details about the fifth person’s partial visibility; overstatement of the statue’s color (green patinated vs. green),dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0161,F1445,PHL1800_HL_0161.png,HL Dataset,positive,revise,Incorrect count of people in action and object captions; action description of 'two standing in waist-deep water' is inaccurate as individuals are in deeper water; object caption's 'two additional figures' misrepresents the count and positions of people behind the wave.,dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0162,F1767,PHL1800_HL_0162.png,HL Dataset,positive,revise,Candidate incorrectly claims two motorcyclists on one motorcycle; image shows one motorcyclist on a motorcycle and another separate rider. Candidate misdescribes the mirror text as 'POT' instead of 'STOP' (inverted). Candidate overstates pedestrian count (no pedestrians visible). Candidate misidentifies a green traffic light as visible behind handlebars (no green light is visible). Candidate incorrectly states two riders on one motorcycle in the background.,dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0169,F0266,PHL1800_HL_0169.png,HL Dataset,positive,revise,"Object count for people is incorrect: candidate claims 'at least seven people' but only 4 are visible (3 lower left, 1 near giraffe base)",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0171,F1262,PHL1800_HL_0171.png,HL Dataset,positive,revise,Incorrect count of people: candidate claims 'at least seven people including one child' but image shows six adults and no visible child; 'child seated on railing' is not present.,dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0172,F0780,PHL1800_HL_0172.png,HL Dataset,positive,revise,"Incorrect vehicle type: red car is two-wheeled, not three-wheeled; wrong license plate number for black scooter; overcounted people (4 vs. 4 visible but misdescribed); inaccurate object details (scooter colors, cargo bag color)",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0178,F0633,PHL1800_HL_0178.png,HL Dataset,positive,revise,"Incorrect count of people: candidate states 'at least four distinct individuals' but image shows three visible people (one left, two center-right). | Candidate claims 'potted plants' but no plants are visible; only a globe and a green pot are present.",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0179,F1036,PHL1800_HL_0179.png,HL Dataset,positive,revise,"Incorrect count of people: candidate states 'at least nine distinct individuals' but image shows 10 visible people (1 behind barrier, 7 clustered, 2 walking past). | Action description for the person behind the barrier is inaccurate: candidate says 'one person in a striped tank top and white shorts stands alone behind the red barrier' but the person behind the barrier wears a light top and dark shorts, not a striped tank top and white shorts.",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0182,F0551,PHL1800_HL_0182.png,HL Dataset,positive,revise,"The target subject incorrectly describes the handheld object as a ""hard drive""; it is a mobile phone. The ""third person"" count is accurate but their description as ""seated behind them"" is vague—clarify as ""seated in the background"". The ""white CRT monitor"" is misidentified; it is a CRT monitor but its color is not clearly white. The ""stack of three books"" is unsupported—only one box is visible behind the laptop.",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0183,F1562,PHL1800_HL_0183.png,HL Dataset,positive,revise,Incorrect count of people (approximately 12 vs. 8-10 visible); inaccurate description of the boy in the immediate foreground (sleeves rolled up vs. long sleeves); unsupported claim about a boy raising both hands in the background; unclear bottle labeling (faint blue vs. no visible labeling),dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0185,F0692,PHL1800_HL_0185.png,HL Dataset,positive,revise,"Incorrect count of people (14 vs. actual ~12 visible); 'Beta D' poster text is not clearly legible; some object descriptions lack visual confirmation (e.g., 'two slices' on a plate)",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0192,F0225,PHL1800_HL_0192.png,HL Dataset,positive,revise,Incorrect count of people behind the central man: candidate states 'at least seven other individuals' but visual inspection shows fewer distinct figures; 'two indistinct figures further back' is unsupported as they are not clearly distinguishable as separate people.,dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0197,F1341,PHL1800_HL_0197.png,HL Dataset,positive,revise,"Incorrect count of people near the bus (candidate states three, but image shows two distinct individuals on the sidewalk and one partially visible inside the doorway, totaling three but with unclear separation of the two sidewalk figures as separate entities)",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0201,F1796,PHL1800_HL_0201.png,HL Dataset,positive,revise,Incorrect count of people (14 vs. 13 visible); cane description is unsupported; some object details are inaccurate.,dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0207,F1456,PHL1800_HL_0207.png,HL Dataset,positive,revise,The candidate incorrectly states 'four distinct pedestrians' when only two are clearly visible; the background bus's side text is not 'illegible due to distance and angle' but simply not legible in the image; the foreground bus's license plate is not 'TT-871-SF' (the plate is visible but the text is not clearly readable as that specific sequence); the action claim 'some holding bags or wearing backpacks' is unsupported as no bags/backpacks are visible on the pedestrians.,dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0219,F0367,PHL1800_HL_0219.png,HL Dataset,positive,revise,"Wrong count of pedestrians: candidate states four, but image shows five; license plate text in object descriptions is hallucinated; 'motion blur on motorcycle wheels' is inaccurate as wheels are not blurred; 'uniformed police motorcycles' lacks visual confirmation of uniform details.",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0220,F1460,PHL1800_HL_0220.png,HL Dataset,positive,revise,"Incorrect count of people: candidate states six visible individuals but image shows five (three nurses, two patients). | Candidate describes a nurse leaning over a patient in the background, but no such action is visible; the background figure is standing near a bed, not leaning.",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0224,F0102,PHL1800_HL_0224.png,HL Dataset,positive,revise,"The count of 'at least 22 distinct individuals' is unsupported; the image shows fewer clearly identifiable people, and the background clusters are partially obscured, making an exact count unreliable.",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0226,F0073,PHL1800_HL_0226.png,HL Dataset,positive,revise,Incorrect count of pedestrians: candidate claims 'two near Starbucks' and 'four near blue awning' but image shows one person near Starbucks and no group of four near a blue awning; only one pedestrian is clearly visible on the right sidewalk.,dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0246,F0791,PHL1800_HL_0246.png,HL Dataset,positive,revise,"Object count error: six pedestrians miscounted as at least six (actual visible pedestrians are fewer and less distinct); horse color description inaccurate (all horses appear chestnut-brown, not two chestnut-brown and one slightly darker); action description overstates horse movement (rightmost horse’s leg position is not clearly mid-step)",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0251,F1477,PHL1800_HL_0251.png,HL Dataset,positive,revise,Object count of 27 distinct individuals is unsupported; visible pedestrians are fewer and less clearly distinguishable than claimed.,dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0255,F0731,PHL1800_HL_0255.png,HL Dataset,positive,revise,Object caption incorrectly states 'at least eleven individuals' when the image shows fewer spectators; the count should be adjusted to match visible people.,dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0258,F0558,PHL1800_HL_0258.png,HL Dataset,positive,revise,Object count for spectators is inaccurate; the image shows more than 14 spectators.,dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0261,F1372,PHL1800_HL_0261.png,HL Dataset,positive,revise,Incorrect count of motorcycle riders (12 vs. actual ~15+ visible); inaccurate description of the person in the orange vest (holding an object vs. standing without one); unsupported claim of a black sedan with flashing lights behind the leftmost motorcycle (no such vehicle visible),dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0263,F0553,PHL1800_HL_0263.png,HL Dataset,positive,revise,"Incorrect count of people (28 vs. actual ~20), misdescription of biplane details (e.g., 'rotary engine with exposed cylinders' not clearly visible), and unsupported claims about 'canvas-covered cab roof' and 'spare tire on truck'",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0266,F0409,PHL1800_HL_0266.png,HL Dataset,positive,revise,"The object count for people is inaccurate: the candidate claims 16 people, but the image shows fewer distinct individuals (approximately 10–12 visible behind barriers plus 2 handlers, totaling ~12–14). The description of the man in the dark suit as wearing sunglasses is unsupported (no sunglasses are visible). The claim that the left horse has ""white feathered leg wraps"" is incorrect—Clydesdales have natural white feathering on lower legs, not wraps.",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0267,F0774,PHL1800_HL_0267.png,HL Dataset,positive,revise,"Incorrect count of horses pulling the central carriage (candidate states four, image shows two); inaccurate description of carriage type (candidate says open-top, image shows enclosed); mischaracterization of officer actions (candidate says one holds gloves, image shows two officers with gloves); overstatement of rider count near carriage rear (candidate says two, image shows one visible rider)",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0269,F1398,PHL1800_HL_0269.png,HL Dataset,positive,revise,"Incorrect count of children (12 claimed, but visual inspection shows fewer distinct individuals); unsupported claim of umbrellas (none visible); inaccurate object description of tents (structures appear as canopies, not tents)",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0272,F0390,PHL1800_HL_0272.png,HL Dataset,positive,revise,"Incorrect count of people: image shows 6 individuals (4 adults in uniform, 2 children), not 7; one adult in background is partially obscured but visible, not missing.",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0273,F0539,PHL1800_HL_0273.png,HL Dataset,positive,revise,"Incorrect count of onlookers (candidate states 14, actual count is 11 visible individuals)",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0274,F0243,PHL1800_HL_0274.png,HL Dataset,positive,revise,"Incorrect count of people: candidate states 'three distinct human figures' but image shows two; 'one near left nose gear' is not visible, only a cart is present there.",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0278,F1717,PHL1800_HL_0278.png,HL Dataset,positive,revise,"Incorrect count of people (candidate states seven, image shows six visible individuals); object description of 'name tape reading MARTIN' is not clearly visible in the image.",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0280,F0908,PHL1800_HL_0280.png,HL Dataset,positive,revise,"Incorrect count of people: candidate states 'at least nine people' but image shows 11 people (3 youths, 1 judge, 2 adults behind fence, 5 spectators on bleachers); 'four spectators on bleachers' is inaccurate.",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0282,F1571,PHL1800_HL_0282.png,HL Dataset,positive,revise,"Incorrect count of motorcycle riders (candidate states 8 distinct riders; image shows at least 10 riders in motion) and spectators (candidate states at least 12; image shows approximately 10-12 spectators, but count is ambiguous due to partial visibility). | Candidate claims a white pickup truck is labeled 'SERVICE' and 'MEDIC'; the text on the truck is not legible in the image, so this is unsupported.",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0287,F1486,PHL1800_HL_0287.png,HL Dataset,positive,revise,"Incorrect count of people (14 vs. actual ~12) and sheep (6 vs. actual ~5); 'Hood River' sign is not clearly legible; some action descriptions misrepresent postures (e.g., 'gripping hindquarters' not visually confirmed); philosophy interpretations include unsupported claims (e.g., 'intergenerational epistemic transfer' without clear evidence)",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0297,F1158,PHL1800_HL_0297.png,HL Dataset,positive,revise,"The object count for the crowd is unsupported; the image shows a crowd but not 42 distinct individuals. The banner text is misdescribed as ""SKATE""—the visible text is ""SESSION"".",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0298,F0347,PHL1800_HL_0298.png,HL Dataset,positive,revise,"The count of riders is incorrect; there are 11 distinct riders visible, not 12. The candidate incorrectly states 'exactly 12 distinct riders' in the object caption.",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0301,F1144,PHL1800_HL_0301.png,HL Dataset,positive,revise,Object count for spectators is incorrect; the candidate claims at least six spectators but the image shows fewer discernible individuals.,dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0302,F0212,PHL1800_HL_0302.png,HL Dataset,positive,revise,"Incorrect count of people (candidate states 'at least eight individuals' but image shows fewer distinct individuals); inaccurate description of a person holding a bicycle handlebar (no one is holding a handlebar in the image); mischaracterization of the second skateboarder's board size (board size is not visually distinguishable as 'smaller'); object description of the chair's occupant's attire is inaccurate (occupant wears a red top, not dark sleeveless)",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0303,F1097,PHL1800_HL_0303.png,HL Dataset,positive,revise,"Incorrect count of people near the port-side crew hatch (candidate states seven, but visual inspection shows six distinct individuals)",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0304,F1665,PHL1800_HL_0304.png,HL Dataset,positive,revise,"Incorrect count of athletes (7 vs. 6 visible); bib numbers 24 and two unreadable are not all visible; rifles are not clearly visible on all athletes; spectators/officials are not visible in the background; some action details (e.g., mouth open, arms raised) are not universally applicable to all athletes; philosophy interpretations include unsupported claims (e.g., 'institutional constraint' without clear visual basis)",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0305,F1028,PHL1800_HL_0305.png,HL Dataset,positive,revise,Object count: 21 distinct individuals is incorrect; actual count is approximately 15 visible skiers. Bib numbers: '40' is not visible; '3' is not clearly legible on a black-and-orange suit. Rationale: 'mass-start race' is an unsupported causal claim; the image shows a tight pack but does not confirm mass-start format.,dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0307,F0773,PHL1800_HL_0307.png,HL Dataset,positive,revise,Incorrect count of background individuals (14 vs. actual ~15+); midground skier bib number misstated (1 vs. actual unreadable); red object description lacks clarity on visibility; philosophy interpretations include unsupported claims about institutional context and existential effort.,dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0309,F0202,PHL1800_HL_0309.png,HL Dataset,positive,revise,Incorrect count of players: candidate states six but image shows five; misdescribes pink-jerseyed players as five (actually three) and yellow-jerseyed as two (actually two) with conflicting details; misidentifies a player’s headband color (pink instead of black) and misstates a player’s hair/headband presence.,dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0310,F1278,PHL1800_HL_0310.png,HL Dataset,positive,revise,"Incorrect count of horses (3 claimed, 2 visible); incorrect bicycle handlebar type (drop handlebars claimed, upright handlebars visible); unsupported claim of 'handling a rope or harness' (no visual evidence); inaccurate text transcription ('SEP. 110' misread as 'SEP. 110' instead of 'GRADE SEP. 110')",dual_api_qwen_generate_glm_visual_review_non_independent,False
