blind_id,sample_id,selected_path,source,track
F0072,PHL1800_HL_0432,final_selection_1800/images/hl/PHL1800_HL_0432.png,HL Dataset,positive
F0073,PHL1800_HL_0226,final_selection_1800/images/hl/PHL1800_HL_0226.png,HL Dataset,positive
F0074,PHL1800_IRFL_0172,final_selection_1800/images/irfl/PHL1800_IRFL_0172.jpg,IRFL,positive
F0075,PHL1800_HAIV_0290,final_selection_1800/images/haivmet/PHL1800_HAIV_0290.png,HAIVMet,positive
F0076,PHL1800_HL_0137,final_selection_1800/images/hl/PHL1800_HL_0137.png,HL Dataset,positive
F0077,PHL1800_HL_0405,final_selection_1800/images/hl/PHL1800_HL_0405.png,HL Dataset,positive
F0078,PHL1800_IRFL_0304,final_selection_1800/images/irfl/PHL1800_IRFL_0304.jpg,IRFL,positive
F0079,PHL1800_HAIV_0027,final_selection_1800/images/haivmet/PHL1800_HAIV_0027.png,HAIVMet,positive
F0080,PHL1800_IRFL_0125,final_selection_1800/images/irfl/PHL1800_IRFL_0125.jpg,IRFL,positive
F0081,PHL1800_HAIV_0437,final_selection_1800/images/haivmet/PHL1800_HAIV_0437.png,HAIVMet,positive
F0082,PHL1800_HAIV_0514,final_selection_1800/images/haivmet/PHL1800_HAIV_0514.png,HAIVMet,positive
F0083,PHL1800_MM_0125,final_selection_1800/images/mm_moral/PHL1800_MM_0125.jpg,MM-MoralBench,positive
F0084,PHL1800_HL_0464,final_selection_1800/images/hl/PHL1800_HL_0464.png,HL Dataset,positive
F0085,PHL1800_IRFL_0343,final_selection_1800/images/irfl/PHL1800_IRFL_0343.jpg,IRFL,positive
F0086,PHL1800_HL_0008,final_selection_1800/images/hl/PHL1800_HL_0008.png,HL Dataset,positive
F0087,PHL1800_IRFL_0137,final_selection_1800/images/irfl/PHL1800_IRFL_0137.jpg,IRFL,positive
F0088,PHL1800_IRFL_0280,final_selection_1800/images/irfl/PHL1800_IRFL_0280.jpg,IRFL,positive
F0089,PHL1800_HL_0554,final_selection_1800/images/hl/PHL1800_HL_0554.png,HL Dataset,boundary
F0090,PHL1800_IRFL_0360,final_selection_1800/images/irfl/PHL1800_IRFL_0360.jpg,IRFL,positive
F0091,PHL1800_IRFL_0342,final_selection_1800/images/irfl/PHL1800_IRFL_0342.jpg,IRFL,positive
F0092,PHL1800_IRFL_0499,final_selection_1800/images/irfl/PHL1800_IRFL_0499.jpg,IRFL,boundary
F0093,PHL1800_HL_0378,final_selection_1800/images/hl/PHL1800_HL_0378.png,HL Dataset,positive
F0094,PHL1800_HL_0451,final_selection_1800/images/hl/PHL1800_HL_0451.png,HL Dataset,positive
F0095,PHL1800_IRFL_0159,final_selection_1800/images/irfl/PHL1800_IRFL_0159.jpg,IRFL,positive
F0096,PHL1800_HAIV_0316,final_selection_1800/images/haivmet/PHL1800_HAIV_0316.png,HAIVMet,positive
F0097,PHL1800_HAIV_0034,final_selection_1800/images/haivmet/PHL1800_HAIV_0034.png,HAIVMet,positive
F0098,PHL1800_HL_0459,final_selection_1800/images/hl/PHL1800_HL_0459.png,HL Dataset,positive
F0099,PHL1800_HAIV_0386,final_selection_1800/images/haivmet/PHL1800_HAIV_0386.png,HAIVMet,positive
F0100,PHL1800_IRFL_0190,final_selection_1800/images/irfl/PHL1800_IRFL_0190.jpg,IRFL,positive
F0101,PHL1800_HAIV_0119,final_selection_1800/images/haivmet/PHL1800_HAIV_0119.png,HAIVMet,positive
F0102,PHL1800_HL_0224,final_selection_1800/images/hl/PHL1800_HL_0224.png,HL Dataset,positive
F0103,PHL1800_HL_0483,final_selection_1800/images/hl/PHL1800_HL_0483.png,HL Dataset,positive
F0104,PHL1800_HAIV_0152,final_selection_1800/images/haivmet/PHL1800_HAIV_0152.png,HAIVMet,positive
F0105,PHL1800_HL_0398,final_selection_1800/images/hl/PHL1800_HL_0398.png,HL Dataset,positive
F0106,PHL1800_HL_0193,final_selection_1800/images/hl/PHL1800_HL_0193.png,HL Dataset,positive
F0107,PHL1800_IRFL_0189,final_selection_1800/images/irfl/PHL1800_IRFL_0189.jpg,IRFL,positive
F0108,PHL1800_HL_0104,final_selection_1800/images/hl/PHL1800_HL_0104.png,HL Dataset,positive
F0109,PHL1800_HAIV_0534,final_selection_1800/images/haivmet/PHL1800_HAIV_0534.png,HAIVMet,positive
F0110,PHL1800_HAIV_0212,final_selection_1800/images/haivmet/PHL1800_HAIV_0212.png,HAIVMet,positive
F0111,PHL1800_IRFL_0226,final_selection_1800/images/irfl/PHL1800_IRFL_0226.jpg,IRFL,positive
F0112,PHL1800_IRFL_0344,final_selection_1800/images/irfl/PHL1800_IRFL_0344.jpg,IRFL,positive
F0113,PHL1800_HL_0404,final_selection_1800/images/hl/PHL1800_HL_0404.png,HL Dataset,positive
F0114,PHL1800_IRFL_0101,final_selection_1800/images/irfl/PHL1800_IRFL_0101.jpg,IRFL,positive
F0115,PHL1800_HL_0120,final_selection_1800/images/hl/PHL1800_HL_0120.png,HL Dataset,positive
F0116,PHL1800_HAIV_0306,final_selection_1800/images/haivmet/PHL1800_HAIV_0306.png,HAIVMet,positive
F0117,PHL1800_IRFL_0384,final_selection_1800/images/irfl/PHL1800_IRFL_0384.jpg,IRFL,positive
F0118,PHL1800_MM_0006,final_selection_1800/images/mm_moral/PHL1800_MM_0006.jpg,MM-MoralBench,positive
F0119,PHL1800_HL_0191,final_selection_1800/images/hl/PHL1800_HL_0191.png,HL Dataset,positive
F0120,PHL1800_IRFL_0053,final_selection_1800/images/irfl/PHL1800_IRFL_0053.jpg,IRFL,positive
F0121,PHL1800_IRFL_0234,final_selection_1800/images/irfl/PHL1800_IRFL_0234.jpg,IRFL,positive
F0122,PHL1800_HAIV_0181,final_selection_1800/images/haivmet/PHL1800_HAIV_0181.png,HAIVMet,positive
F0123,PHL1800_HAIV_0525,final_selection_1800/images/haivmet/PHL1800_HAIV_0525.png,HAIVMet,positive
F0124,PHL1800_HL_0452,final_selection_1800/images/hl/PHL1800_HL_0452.png,HL Dataset,positive
F0125,PHL1800_MM_0146,final_selection_1800/images/mm_moral/PHL1800_MM_0146.jpg,MM-MoralBench,positive
F0126,PHL1800_HAIV_0487,final_selection_1800/images/haivmet/PHL1800_HAIV_0487.png,HAIVMet,positive
F0127,PHL1800_HAIV_0345,final_selection_1800/images/haivmet/PHL1800_HAIV_0345.png,HAIVMet,positive
F0128,PHL1800_MM_0101,final_selection_1800/images/mm_moral/PHL1800_MM_0101.jpg,MM-MoralBench,positive
F0129,PHL1800_HAIV_0347,final_selection_1800/images/haivmet/PHL1800_HAIV_0347.png,HAIVMet,positive
F0130,PHL1800_HL_0051,final_selection_1800/images/hl/PHL1800_HL_0051.png,HL Dataset,positive
F0131,PHL1800_HAIV_0272,final_selection_1800/images/haivmet/PHL1800_HAIV_0272.png,HAIVMet,positive
F0132,PHL1800_HAIV_0273,final_selection_1800/images/haivmet/PHL1800_HAIV_0273.png,HAIVMet,positive
F0133,PHL1800_MM_0041,final_selection_1800/images/mm_moral/PHL1800_MM_0041.jpg,MM-MoralBench,positive
F0134,PHL1800_MM_0093,final_selection_1800/images/mm_moral/PHL1800_MM_0093.jpg,MM-MoralBench,positive
F0135,PHL1800_HL_0527,final_selection_1800/images/hl/PHL1800_HL_0527.png,HL Dataset,boundary
F0136,PHL1800_IRFL_0262,final_selection_1800/images/irfl/PHL1800_IRFL_0262.jpg,IRFL,positive
F0137,PHL1800_HAIV_0145,final_selection_1800/images/haivmet/PHL1800_HAIV_0145.png,HAIVMet,positive
F0138,PHL1800_HL_0357,final_selection_1800/images/hl/PHL1800_HL_0357.png,HL Dataset,positive
F0139,PHL1800_HL_0341,final_selection_1800/images/hl/PHL1800_HL_0341.png,HL Dataset,positive
F0140,PHL1800_IRFL_0491,final_selection_1800/images/irfl/PHL1800_IRFL_0491.jpg,IRFL,boundary
F0141,PHL1800_HL_0189,final_selection_1800/images/hl/PHL1800_HL_0189.png,HL Dataset,positive
F0142,PHL1800_IRFL_0012,final_selection_1800/images/irfl/PHL1800_IRFL_0012.jpg,IRFL,positive
F0143,PHL1800_HL_0411,final_selection_1800/images/hl/PHL1800_HL_0411.png,HL Dataset,positive
F0144,PHL1800_IRFL_0207,final_selection_1800/images/irfl/PHL1800_IRFL_0207.jpg,IRFL,positive
F0145,PHL1800_HL_0384,final_selection_1800/images/hl/PHL1800_HL_0384.png,HL Dataset,positive
F0146,PHL1800_HAIV_0294,final_selection_1800/images/haivmet/PHL1800_HAIV_0294.png,HAIVMet,positive
F0147,PHL1800_HAIV_0364,final_selection_1800/images/haivmet/PHL1800_HAIV_0364.png,HAIVMet,positive
F0148,PHL1800_HAIV_0304,final_selection_1800/images/haivmet/PHL1800_HAIV_0304.png,HAIVMet,positive
F0149,PHL1800_MM_0137,final_selection_1800/images/mm_moral/PHL1800_MM_0137.jpg,MM-MoralBench,positive
F0150,PHL1800_MM_0143,final_selection_1800/images/mm_moral/PHL1800_MM_0143.jpg,MM-MoralBench,positive
F0151,PHL1800_IRFL_0166,final_selection_1800/images/irfl/PHL1800_IRFL_0166.jpg,IRFL,positive
F0152,PHL1800_HAIV_0358,final_selection_1800/images/haivmet/PHL1800_HAIV_0358.png,HAIVMet,positive
F0153,PHL1800_HL_0409,final_selection_1800/images/hl/PHL1800_HL_0409.png,HL Dataset,positive
F0154,PHL1800_HL_0508,final_selection_1800/images/hl/PHL1800_HL_0508.png,HL Dataset,boundary
F0155,PHL1800_IRFL_0471,final_selection_1800/images/irfl/PHL1800_IRFL_0471.jpg,IRFL,boundary
F0156,PHL1800_IRFL_0359,final_selection_1800/images/irfl/PHL1800_IRFL_0359.jpg,IRFL,positive
F0157,PHL1800_MM_0043,final_selection_1800/images/mm_moral/PHL1800_MM_0043.jpg,MM-MoralBench,positive
F0158,PHL1800_IRFL_0351,final_selection_1800/images/irfl/PHL1800_IRFL_0351.jpg,IRFL,positive
F0159,PHL1800_IRFL_0397,final_selection_1800/images/irfl/PHL1800_IRFL_0397.jpg,IRFL,positive
F0160,PHL1800_MM_0073,final_selection_1800/images/mm_moral/PHL1800_MM_0073.jpg,MM-MoralBench,positive
F0161,PHL1800_HL_0145,final_selection_1800/images/hl/PHL1800_HL_0145.png,HL Dataset,positive
F0162,PHL1800_HL_0454,final_selection_1800/images/hl/PHL1800_HL_0454.png,HL Dataset,positive
F0163,PHL1800_MM_0140,final_selection_1800/images/mm_moral/PHL1800_MM_0140.jpg,MM-MoralBench,positive
F0164,PHL1800_IRFL_0175,final_selection_1800/images/irfl/PHL1800_IRFL_0175.jpg,IRFL,positive
F0165,PHL1800_HAIV_0408,final_selection_1800/images/haivmet/PHL1800_HAIV_0408.png,HAIVMet,positive
F0166,PHL1800_HL_0167,final_selection_1800/images/hl/PHL1800_HL_0167.png,HL Dataset,positive
F0167,PHL1800_IRFL_0318,final_selection_1800/images/irfl/PHL1800_IRFL_0318.jpg,IRFL,positive
F0168,PHL1800_IRFL_0415,final_selection_1800/images/irfl/PHL1800_IRFL_0415.jpg,IRFL,positive
F0169,PHL1800_HAIV_0062,final_selection_1800/images/haivmet/PHL1800_HAIV_0062.png,HAIVMet,positive
F0170,PHL1800_HAIV_0341,final_selection_1800/images/haivmet/PHL1800_HAIV_0341.png,HAIVMet,positive
F0171,PHL1800_IRFL_0107,final_selection_1800/images/irfl/PHL1800_IRFL_0107.jpg,IRFL,positive
F0172,PHL1800_IRFL_0403,final_selection_1800/images/irfl/PHL1800_IRFL_0403.jpg,IRFL,positive
F0173,PHL1800_HL_0465,final_selection_1800/images/hl/PHL1800_HL_0465.png,HL Dataset,positive
F0174,PHL1800_HL_0472,final_selection_1800/images/hl/PHL1800_HL_0472.png,HL Dataset,positive
F0175,PHL1800_HL_0507,final_selection_1800/images/hl/PHL1800_HL_0507.png,HL Dataset,boundary
F0176,PHL1800_HL_0242,final_selection_1800/images/hl/PHL1800_HL_0242.png,HL Dataset,positive
F0177,PHL1800_IRFL_0148,final_selection_1800/images/irfl/PHL1800_IRFL_0148.jpg,IRFL,positive
F0178,PHL1800_IRFL_0407,final_selection_1800/images/irfl/PHL1800_IRFL_0407.jpg,IRFL,positive
F0179,PHL1800_HAIV_0264,final_selection_1800/images/haivmet/PHL1800_HAIV_0264.png,HAIVMet,positive
F0180,PHL1800_IRFL_0432,final_selection_1800/images/irfl/PHL1800_IRFL_0432.jpg,IRFL,boundary
F0181,PHL1800_HL_0364,final_selection_1800/images/hl/PHL1800_HL_0364.png,HL Dataset,positive
F0182,PHL1800_HAIV_0339,final_selection_1800/images/haivmet/PHL1800_HAIV_0339.png,HAIVMet,positive
F0183,PHL1800_HAIV_0287,final_selection_1800/images/haivmet/PHL1800_HAIV_0287.png,HAIVMet,positive
F0184,PHL1800_HL_0524,final_selection_1800/images/hl/PHL1800_HL_0524.png,HL Dataset,boundary
F0185,PHL1800_IRFL_0277,final_selection_1800/images/irfl/PHL1800_IRFL_0277.jpg,IRFL,positive
F0186,PHL1800_HAIV_0187,final_selection_1800/images/haivmet/PHL1800_HAIV_0187.png,HAIVMet,positive
F0187,PHL1800_IRFL_0382,final_selection_1800/images/irfl/PHL1800_IRFL_0382.jpg,IRFL,positive
F0188,PHL1800_HAIV_0256,final_selection_1800/images/haivmet/PHL1800_HAIV_0256.png,HAIVMet,positive
F0189,PHL1800_HAIV_0497,final_selection_1800/images/haivmet/PHL1800_HAIV_0497.png,HAIVMet,positive
F0190,PHL1800_MM_0090,final_selection_1800/images/mm_moral/PHL1800_MM_0090.jpg,MM-MoralBench,positive
F0191,PHL1800_MM_0118,final_selection_1800/images/mm_moral/PHL1800_MM_0118.jpg,MM-MoralBench,positive
F0192,PHL1800_HL_0352,final_selection_1800/images/hl/PHL1800_HL_0352.png,HL Dataset,positive
F0193,PHL1800_MM_0005,final_selection_1800/images/mm_moral/PHL1800_MM_0005.jpg,MM-MoralBench,positive
F0194,PHL1800_HAIV_0148,final_selection_1800/images/haivmet/PHL1800_HAIV_0148.png,HAIVMet,positive
F0195,PHL1800_HAIV_0056,final_selection_1800/images/haivmet/PHL1800_HAIV_0056.png,HAIVMet,positive
F0196,PHL1800_HAIV_0283,final_selection_1800/images/haivmet/PHL1800_HAIV_0283.png,HAIVMet,positive
F0197,PHL1800_HAIV_0219,final_selection_1800/images/haivmet/PHL1800_HAIV_0219.png,HAIVMet,positive
F0198,PHL1800_HL_0478,final_selection_1800/images/hl/PHL1800_HL_0478.png,HL Dataset,positive
F0199,PHL1800_IRFL_0249,final_selection_1800/images/irfl/PHL1800_IRFL_0249.jpg,IRFL,positive
F0200,PHL1800_IRFL_0072,final_selection_1800/images/irfl/PHL1800_IRFL_0072.jpg,IRFL,positive
F0201,PHL1800_HAIV_0054,final_selection_1800/images/haivmet/PHL1800_HAIV_0054.png,HAIVMet,positive
F0202,PHL1800_HL_0309,final_selection_1800/images/hl/PHL1800_HL_0309.png,HL Dataset,positive
F0203,PHL1800_IRFL_0269,final_selection_1800/images/irfl/PHL1800_IRFL_0269.jpg,IRFL,positive
F0204,PHL1800_IRFL_0017,final_selection_1800/images/irfl/PHL1800_IRFL_0017.jpg,IRFL,positive
F0205,PHL1800_HAIV_0538,final_selection_1800/images/haivmet/PHL1800_HAIV_0538.png,HAIVMet,positive
F0206,PHL1800_IRFL_0483,final_selection_1800/images/irfl/PHL1800_IRFL_0483.jpg,IRFL,boundary
F0207,PHL1800_HAIV_0434,final_selection_1800/images/haivmet/PHL1800_HAIV_0434.png,HAIVMet,positive
F0208,PHL1800_HAIV_0335,final_selection_1800/images/haivmet/PHL1800_HAIV_0335.png,HAIVMet,positive
F0209,PHL1800_IRFL_0115,final_selection_1800/images/irfl/PHL1800_IRFL_0115.jpg,IRFL,positive
F0210,PHL1800_IRFL_0205,final_selection_1800/images/irfl/PHL1800_IRFL_0205.jpg,IRFL,positive
F0211,PHL1800_IRFL_0082,final_selection_1800/images/irfl/PHL1800_IRFL_0082.jpg,IRFL,positive
F0212,PHL1800_HL_0302,final_selection_1800/images/hl/PHL1800_HL_0302.png,HL Dataset,positive
F0213,PHL1800_MM_0147,final_selection_1800/images/mm_moral/PHL1800_MM_0147.jpg,MM-MoralBench,positive
F0214,PHL1800_HAIV_0461,final_selection_1800/images/haivmet/PHL1800_HAIV_0461.png,HAIVMet,positive
F0215,PHL1800_HL_0250,final_selection_1800/images/hl/PHL1800_HL_0250.png,HL Dataset,positive
F0216,PHL1800_HAIV_0045,final_selection_1800/images/haivmet/PHL1800_HAIV_0045.png,HAIVMet,positive
F0217,PHL1800_HAIV_0004,final_selection_1800/images/haivmet/PHL1800_HAIV_0004.png,HAIVMet,positive
F0218,PHL1800_HAIV_0430,final_selection_1800/images/haivmet/PHL1800_HAIV_0430.png,HAIVMet,positive
F0219,PHL1800_MM_0089,final_selection_1800/images/mm_moral/PHL1800_MM_0089.jpg,MM-MoralBench,positive
F0220,PHL1800_HAIV_0137,final_selection_1800/images/haivmet/PHL1800_HAIV_0137.png,HAIVMet,positive
F0221,PHL1800_HAIV_0021,final_selection_1800/images/haivmet/PHL1800_HAIV_0021.png,HAIVMet,positive
F0222,PHL1800_IRFL_0202,final_selection_1800/images/irfl/PHL1800_IRFL_0202.jpg,IRFL,positive
F0223,PHL1800_HAIV_0122,final_selection_1800/images/haivmet/PHL1800_HAIV_0122.png,HAIVMet,positive
F0224,PHL1800_HL_0422,final_selection_1800/images/hl/PHL1800_HL_0422.png,HL Dataset,positive
F0225,PHL1800_HL_0192,final_selection_1800/images/hl/PHL1800_HL_0192.png,HL Dataset,positive
F0226,PHL1800_HAIV_0436,final_selection_1800/images/haivmet/PHL1800_HAIV_0436.png,HAIVMet,positive
F0227,PHL1800_IRFL_0147,final_selection_1800/images/irfl/PHL1800_IRFL_0147.jpg,IRFL,positive
F0228,PHL1800_HAIV_0355,final_selection_1800/images/haivmet/PHL1800_HAIV_0355.png,HAIVMet,positive
F0229,PHL1800_HL_0049,final_selection_1800/images/hl/PHL1800_HL_0049.png,HL Dataset,positive
F0230,PHL1800_HL_0082,final_selection_1800/images/hl/PHL1800_HL_0082.png,HL Dataset,positive
F0231,PHL1800_IRFL_0474,final_selection_1800/images/irfl/PHL1800_IRFL_0474.jpg,IRFL,boundary
F0232,PHL1800_HAIV_0291,final_selection_1800/images/haivmet/PHL1800_HAIV_0291.png,HAIVMet,positive
F0233,PHL1800_HAIV_0224,final_selection_1800/images/haivmet/PHL1800_HAIV_0224.png,HAIVMet,positive
F0234,PHL1800_IRFL_0170,final_selection_1800/images/irfl/PHL1800_IRFL_0170.jpg,IRFL,positive
F0235,PHL1800_HAIV_0519,final_selection_1800/images/haivmet/PHL1800_HAIV_0519.png,HAIVMet,positive
F0236,PHL1800_HL_0410,final_selection_1800/images/hl/PHL1800_HL_0410.png,HL Dataset,positive
F0237,PHL1800_IRFL_0127,final_selection_1800/images/irfl/PHL1800_IRFL_0127.jpg,IRFL,positive
F0238,PHL1800_HL_0115,final_selection_1800/images/hl/PHL1800_HL_0115.png,HL Dataset,positive
F0239,PHL1800_IRFL_0050,final_selection_1800/images/irfl/PHL1800_IRFL_0050.jpg,IRFL,positive
F0240,PHL1800_HAIV_0096,final_selection_1800/images/haivmet/PHL1800_HAIV_0096.png,HAIVMet,positive
F0241,PHL1800_HL_0046,final_selection_1800/images/hl/PHL1800_HL_0046.png,HL Dataset,positive
F0242,PHL1800_HL_0245,final_selection_1800/images/hl/PHL1800_HL_0245.png,HL Dataset,positive
F0243,PHL1800_HL_0274,final_selection_1800/images/hl/PHL1800_HL_0274.png,HL Dataset,positive
F0244,PHL1800_HAIV_0308,final_selection_1800/images/haivmet/PHL1800_HAIV_0308.png,HAIVMet,positive
F0245,PHL1800_IRFL_0456,final_selection_1800/images/irfl/PHL1800_IRFL_0456.jpg,IRFL,boundary
